,input,answer,predict,judge
11,O=C([C@@]1(NC(OC(C)(C)C)=O)C[C@H]1C=C)NC[C@H]1[C@@H]2[C@@H](CCN(C([C@H]3C[C@H]3F)=O)C2)CO1,C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@H]3C[C@H]3F)C[C@@H]21,C=C[C@@H]1C[C@]1(NC(=O)OC(C)(C)C)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@H]3C[C@H]3F)C[C@@H]21,True
12,[C@@H](N(C(NCCC[S@](C)=O)=O)C)(c1ccc(Cl)cc1)C,C[C@@H](c1ccc(Cl)cc1)N(C)C(=O)NCCC[S@](C)=O,C[C@@H](c1ccc(Cl)cc1)N(C)C(=O)NCCC[S@](C)=O,True
13,O=C(CCc1cc(OC)no1)OCC,CCOC(=O)CCc1cc(OC)no1,CCOC(=O)CCc1cc(OC)no1,True
14,C(COc1c(C(=O)OCC)cnc2c1cccc2)OCc1ccc(OC)cc1,CCOC(=O)c1cnc2ccccc2c1OCCOCc1ccc(OC)cc1,CCOC(=O)c1cnc2ccccc2c1OCCOCc1ccc(OC)cc1,True
15,n1c(NC(=O)NCc2c(C)cc(S(N)(=O)=O)cc2)ccnc1COC,COCc1nccc(NC(=O)NCc2ccc(S(N)(=O)=O)cc2C)n1,COCc1nccc(NC(=O)NCc2ccc(S(N)(=O)=O)cc2C)n1,True
16,n1nnn(CC2CC2)c1Cn1nnnc1N1C[C@@H]2[C@@H]3O[C@H](C=C3)[C@H]2C1,C1=C[C@H]2O[C@H]1[C@H]1CN(c3nnnn3Cc3nnnn3CC3CC3)C[C@H]21,C1=C[C@H]2O[C@H]1[C@@H]1CN(c3nnnn3Cc3nnnn3CC3CC3)C[C@H]21,False
17,C(c1c(F)cc(F)cc1)C(=O)N[C@H]1[C@H]2CN(C(=O)c3ccc(C(OC)=O)cc3C)C[C@@H]1COC2,COC(=O)c1ccc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)Cc2ccc(F)cc2F)c(C)c1,COC(=O)c1ccc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)Cc2ccc(F)cc2F)c(C)c1,True
18,O1CCN(C(c2cncc(C(F)(F)F)c2)=O)C[C@]2(OCCN(C(Cc3csc(C)n3)=O)C2)C1,Cc1nc(CC(=O)N2CCO[C@@]3(COCCN(C(=O)c4cncc(C(F)(F)F)c4)C3)C2)cs1,Cc1nc(CC(=O)N2CCO[C@@]3(COCCN(C(=O)c4cncc(C(F)(F)F)c4)C3)C2)cs1,True
19,CC(c1ncc(NC(c2cccc3n(C)ccc32)=O)cn1)C,CC(C)c1ncc(NC(=O)c2cccc3c2ccn3C)cn1,CC(C)c1ncc(NC(=O)c2cccc3c2ccn3C)cn1,True
20,O=C(N1CC(C)(C)[C@H](NC[C@@H](O)c2ccc([N+]([O-])=O)cc2)CC1)OC(C)(C)C,CC(C)(C)OC(=O)N1CC[C@@H](NC[C@@H](O)c2ccc([N+](=O)[O-])cc2)C(C)(C)C1,CC(C)(C)OC(=O)N1CC[C@@H](NC[C@@H](O)c2ccc([N+](=O)[O-])cc2)C(C)(C)C1,True
21,C(c1c([C@H]2[C@H](C(N3CC[C@@H](S(=O)(NC)=O)C3)=O)C2)cccc1)C,CCc1ccccc1[C@@H]1C[C@H]1C(=O)N1CC[C@@H](S(=O)(=O)NC)C1,CCc1ccccc1[C@@H]1C[C@H]1C(=O)N1CC[C@@H](S(=O)(=O)NC)C1,True
22,c1c(F)ccc2nc(C(N3[C@H](C4CCN(C(c5cc6cccn6cn5)=O)CC4)CCCC3)=O)nn12,O=C(c1cc2cccn2cn1)N1CCC([C@@H]2CCCCN2C(=O)c2nc3ccc(F)cn3n2)CC1,O=C(c1cc2cccn2cn1)N1CCC([C@@H]2CCCCN2C(=O)c2nc3ccc(F)cn3n2)CC1,True
23,c1c(O[C@@H](C(N2CCN(CN3C(=O)C[C@@H](CCC)C3)CC2)=O)C)c(C)ccc1,CCC[C@@H]1CC(=O)N(CN2CCN(C(=O)[C@@H](C)Oc3ccccc3C)CC2)C1,CCC[C@@H]1CC(=O)N(CN2CCN(C(=O)[C@@H](C)Oc3ccccc3C)CC2)C1,True
24,N(C(=O)[C@@]1(NC(=O)OC(C)(C)C)C[C@@H](OCC)C1(C)C)c1cccc(C(NC(=O)N)=O)c1,CCO[C@@H]1C[C@](NC(=O)OC(C)(C)C)(C(=O)Nc2cccc(C(=O)NC(N)=O)c2)C1(C)C,CCO[C@@H]1C[C@@](NC(=O)c2cccc(NC(=O)NC(N)=O)c2)(C(=O)OC(C)(C)C)C1(C)C,False
25,[C@@H]1(NC(/C=C/c2sc(C)nc2)=O)CCc2nc(NC(=O)[C@H](C)Nc3cnccc3)sc2C1,Cc1ncc(/C=C/C(=O)N[C@@H]2CCc3nc(NC(=O)[C@H](C)Nc4cccnc4)sc3C2)s1,Cc1ncc(/C=C/C(=O)N[C@@H]2CCc3nc(NC(=O)[C@H](C)Nc4cccnc4)sc3C2)s1,True
26,C1N(C(=O)OC(C)(C)C)C[C@@H]2[C@H]1[C@@H]2C(=O)N1[C@@H](c2cnccc2)[C@H](CNC(=O)[C@@H](S)C)CC1,C[C@H](S)C(=O)NC[C@@H]1CCN(C(=O)[C@H]2[C@H]3CN(C(=O)OC(C)(C)C)C[C@H]32)[C@H]1c1cccnc1,C[C@H](S)C(=O)NC[C@@H]1CCN(C(=O)[C@H]2[C@H]3CN(C(=O)OC(C)(C)C)[C@H]3C2)[C@H]1c1cccnc1,False
27,n1c(S[C@@H](C)C(NC[C@H](C(C)C)c2ccc(Cl)cc2)=O)cccc1,CC(C)[C@@H](CNC(=O)[C@H](C)Sc1ccccn1)c1ccc(Cl)cc1,CC(C)[C@@H](CNC(=O)[C@H](C)Sc1ccccn1)c1ccc(Cl)cc1,True
28,FC(F)(c1cc(CCn2c(N3CCC(C(=O)N)CC3)nnc2[C@H]2[C@H](C(C)(C)C)OCC2)ncc1)F,CC(C)(C)[C@@H]1OCC[C@H]1c1nnc(N2CCC(C(N)=O)CC2)n1CCc1cc(C(F)(F)F)ccn1,CC(C)(C)[C@@H]1OCC[C@H]1c1nnc(N2CCC(C(N)=O)CC2)n1CCc1cc(C(F)(F)F)ccn1,True
29,C1C2(C(F)(F)F)CC1(C(N1C[C@@H]3[C@H](CNC(c4c(Cl)cncc4Cl)=O)OC[C@@H]3CC1)=O)C2,O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)C34CC(C(F)(F)F)(C3)C4)C[C@@H]21)c1c(Cl)cncc1Cl,O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)C34CC(C(F)(F)F)(C3)C4)C[C@@H]21)c1c(Cl)cncc1Cl,True
30,CCCCOCC(=O)NCCNCc1c(C)sc(C)c1,CCCCOCC(=O)NCCNCc1cc(C)sc1C,CCCCOCC(=O)NCCNCc1cc(C)sc1C,True
31,O=C1N(CC(N2CCCC[C@H]2CN(C)C)=O)C(=O)CN1,CN(C)C[C@@H]1CCCCN1C(=O)CN1C(=O)CNC1=O,CN(C)C[C@@H]1CCCCN1C(=O)CN1C(=O)CNC1=O,True
32,N(CC(OCC)=O)(C)Cc1ccc(Br)cc1N,CCOC(=O)CN(C)Cc1ccc(Br)cc1N,CCOC(=O)CN(C)Cc1ccc(Br)cc1N,True
33,[C@H]12[C@H](O)[C@@H]3C[C@@H]1[C@H](CN2C(C(N1CCC[C@@H](Cc2ccc(C)cc2)C1)=O)=O)C3,Cc1ccc(C[C@@H]2CCCN(C(=O)C(=O)N3C[C@@H]4C[C@H]5C[C@H]4[C@@H]3[C@@H]5O)C2)cc1,Cc1ccc(C[C@@H]2CCCN(C(=O)C(=O)N3C[C@@H]4C[C@H]5C[C@H]4[C@H]3[C@H]5O)C2)cc1,False
34,c1(O[C@@H](C)c2n(Cc3n(C(C)(C)C)ncn3)c(N3CC(C)(C)OC(C)(C)C3)nn2)ccc(F)cc1,C[C@H](Oc1ccc(F)cc1)c1nnc(N2CC(C)(C)OC(C)(C)C2)n1Cc1ncnn1C(C)(C)C,C[C@H](Oc1ccc(F)cc1)c1nnc(N2CC(C)(C)OC(C)(C)C2)n1Cc1ncnn1C(C)(C)C,True
35,n1c(C(N[C@H]2C[C@@H]3N(C(C4(c5cccc([N+]([O-])=O)c5)CCC4)=O)[C@@H](CC3)C2)=O)cc2n1CCC2,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)C1(c2cccc([N+](=O)[O-])c2)CCC1)c1cc2n(n1)CCC2,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)C1(c2cccc([N+](=O)[O-])c2)CCC1)c1cc2n(n1)CCC2,True
36,c1(C(CSC)(C)C)nnc(C)o1,CSCC(C)(C)c1nnc(C)o1,CSCC(C)(C)c1nnc(C)o1,True
37,c1ccc(C2(NC(=O)Cn3cnc(C(OC)=O)cc3=O)CCC2)cc1,COC(=O)c1cc(=O)n(CC(=O)NC2(c3ccccc3)CCC2)cn1,COC(=O)c1cc(=O)n(CC(=O)NC2(c3ccccc3)CCC2)cn1,True
38,C(N1C[C@]2(OCC1)CN(C(=O)c1c(F)cccn1)CCOC2)(=O)C[C@H](NC(OC(C)(C)C)=O)CC,CC[C@H](CC(=O)N1CCO[C@@]2(COCCN(C(=O)c3ncccc3F)C2)C1)NC(=O)OC(C)(C)C,CC[C@H](CC(=O)N1CCO[C@@]2(COCCN(C(=O)c3ncccc3F)C2)C1)NC(=O)OC(C)(C)C,True
39,c1(C(NC[C@H]2CN(C(=O)C[C@@H](CC)C)CCO2)=O)c[nH]nc1C,CC[C@@H](C)CC(=O)N1CCO[C@@H](CNC(=O)c2c[nH]nc2C)C1,CC[C@@H](C)CC(=O)N1CCO[C@@H](CNC(=O)c2c[nH]nc2C)C1,True
40,C(c1cnccc1)Oc1ccccc1CNCC1(N)CCC1,NC1(CNCc2ccccc2OCc2cccnc2)CCC1,NC1(CNCc2ccccc2OCc2cccnc2)CCC1,True
41,C(N1C[C@H]2COC[C@@H](C1)[C@H]2NC(c1ccnc(F)c1)=O)(=O)C1(C)CN(C(OC(C)(C)C)=O)C1,CC(C)(C)OC(=O)N1CC(C)(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2ccnc(F)c2)C1,CC(C)(C)OC(=O)N1CC(C)(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2ccnc(F)c2)C1,True
42,O=C(Cn1ccc(O)nc1=O)N1CCN(C)C[C@H]1CNC(=O)OC(C)(C)C,CN1CCN(C(=O)Cn2ccc(O)nc2=O)[C@H](CNC(=O)OC(C)(C)C)C1,CN1CCN(C(=O)Cn2ccc(O)nc2=O)[C@H](CNC(=O)OC(C)(C)C)C1,True
43,O=C(C[C@@H](c1ccc(O)cc1)C#CC)N1CCC([C@H]2N(C(c3ncc(C)nc3)=O)CCCC2)CC1,CC#C[C@@H](CC(=O)N1CCC([C@@H]2CCCCN2C(=O)c2cnc(C)cn2)CC1)c1ccc(O)cc1,CC#C[C@@H](CC(=O)N1CCC([C@@H]2CCCCN2C(=O)c2cnc(C)cn2)CC1)c1ccc(O)cc1,True
44,c1(Cl)cccc(F)c1CNC(=O)Nc1cc2c(cc1)N(C)C(=O)C2,CN1C(=O)Cc2cc(NC(=O)NCc3c(F)cccc3Cl)ccc21,CN1C(=O)Cc2cc(NC(=O)NCc3c(F)cccc3Cl)ccc21,True
45,c1(C(OCCNC(=O)O)=O)ccc(C#N)cc1,N#Cc1ccc(C(=O)OCCNC(=O)O)cc1,N#Cc1ccc(C(=O)OCCNC(=O)O)c([N+](=O)[O-])c1,False
46,c1c([C@@H]2CN(C(=O)[C@@H]3CC[C@H](C)[C@H](C)C3)C[C@H]2C(=O)N)c(C)n(C)n1,Cc1c([C@@H]2CN(C(=O)[C@@H]3CC[C@H](C)[C@H](C)C3)C[C@H]2C(N)=O)cnn1C,Cc1c([C@@H]2CN(C(=O)[C@@H]3CC[C@@H](C)[C@H](C(N)=O)C3)C[C@H]2C)cnn1C,False
47,c1cc(-n2c(C)c(C(N(Cc3ccc(F)cc3)c3sc4c(n3)cccc4)=O)cn2)ncc1,Cc1c(C(=O)N(Cc2ccc(F)cc2)c2nc3ccccc3s2)cnn1-c1ccccn1,Cc1c(C(=O)N(Cc2ccc(F)cc2)c2nc3ccccc3s2)cnn1-c1ccccn1,True
48,C1N(C([C@@H]2[C@H]3CN(C(=O)OC(C)(C)C)C[C@H]32)=O)C[C@@]2(OC1)CN(C(c1c(F)cccc1F)=O)CC2,CC(C)(C)OC(=O)N1C[C@H]2[C@@H](C1)[C@@H]2C(=O)N1CCO[C@]2(CCN(C(=O)c3c(F)cccc3F)C2)C1,CC(C)(C)OC(=O)N1C[C@H]2[C@@H](C1)[C@@H]2C(=O)N1CCO[C@]2(CCN(C(=O)c3c(F)cccc3F)C2)C1,True
49,N1(C(=O)[C@H](n2cccc2)C)C[C@@]2(COCCN(C(=O)[C@H](NC(OC(C)(C)C)=O)COC)C2)OCC1,COC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CCOC[C@]2(C1)CN(C(=O)[C@@H](C)n1cccc1)CCO2,COC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CCOC[C@]2(C1)CN(C(=O)[C@@H](C)n1cccc1)CCO2,True
50,N1(C(c2scnc2C)=O)[C@H](c2cnccc2)[C@@H](CNC(c2c(F)nc(F)cc2)=O)CC1,Cc1ncsc1C(=O)N1CC[C@H](CNC(=O)c2ccc(F)nc2F)[C@H]1c1cccnc1,Cc1ncsc1C(=O)N1CC[C@H](CNC(=O)c2ccc(F)nc2F)[C@H]1c1cccnc1,True
51,[C@H]12N(C(=O)c3cn(C)cn3)CCC[C@@H]1N(C(=O)Cc1n[nH]cn1)CC2,Cn1cnc(C(=O)N2CCC[C@H]3[C@H]2CCN3C(=O)Cc2nc[nH]n2)c1,Cn1cnc(C(=O)N2CCC[C@H]3[C@@H]2CCN3C(=O)Cc2nc[nH]n2)c1,False
52,CN(CC#C)CCCNC(=O)Cc1cc(F)cc2c1OCOC2,C#CCN(C)CCCNC(=O)Cc1cc(F)cc2c1OCOC2,C#CCN(C)CCCNC(=O)Cc1cc(F)cc2c1OCOC2,True
53,c1(CSC)ccccc1NC(C(=O)Nc1cc(F)cc(C)c1)=O,CSCc1ccccc1NC(=O)C(=O)Nc1cc(C)cc(F)c1,CSCc1ccccc1NC(=O)C(=O)Nc1cc(C)cc(F)c1,True
54,O(C)c1ccc(Br)cc1C(Nc1ccn(C(C)C)n1)=O,COc1ccc(Br)cc1C(=O)Nc1ccn(C(C)C)n1,COc1ccc(Br)cc1C(=O)Nc1ccn(C(C)C)n1,True
55,C(=O)(OCC)O[C@@H](C(=O)N1C[C@@H]2[C@H](NC(=O)CNCP(=O)(O)O)[C@@H](COC2)C1)C,CCOC(=O)O[C@H](C)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)CNCP(=O)(O)O,CCOC(=O)O[C@H](C)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)CNCP(=O)(O)O,True
56,C(C)(OC(=O)N1[C@H](C(NC[C@@H]2CCN(C([C@H](CC)O)=O)[C@@H]2c2cccnc2)=O)C[C@@H](F)C1)(C)C,CC[C@H](O)C(=O)N1CC[C@@H](CNC(=O)[C@@H]2C[C@@H](F)CN2C(=O)OC(C)(C)C)[C@H]1c1cccnc1,CC[C@H](O)C(=O)N1CC[C@@H](CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)OC(C)(C)C)[C@@H]1c1cccnc1,False
57,c1c(CN(C(CN(S(=O)(=O)c2ccc(C)c([N+]([O-])=O)c2)c2ccc(OC)cc2)=O)[C@@H](C)C(NC(C)C)=O)ccc(F)c1,COc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(=O)NC(C)C)S(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1,COc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(=O)NC(C)C)S(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1,True
58,c1c([N+]([O-])=O)c(C)ccc1[C@@H](C)NC([C@H](C)NC(=O)c1ccc(C(C)(C)C)cc1)=O,Cc1ccc([C@@H](C)NC(=O)[C@H](C)NC(=O)c2ccc(C(C)(C)C)cc2)cc1[N+](=O)[O-],Cc1ccc([C@@H](C)NC(=O)[C@H](C)NC(=O)c2ccc(C(C)(C)C)cc2)cc1[N+](=O)[O-],True
59,n1ncn2c1ccc(C(=O)N1C[C@@H]3[C@H](NC(c4c(C)onc4-c4ccccc4)=O)[C@@H](COC3)C1)c2,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1ccc3nncn3c1)C2,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1ccc3cncn3c1)C2,False
60,c12ccccc1CC[C@@H](C)[C@@H]2NC(C(N[C@H]1CCCN(c2nn(C)cc2)C1=O)=O)=O,C[C@@H]1CCc2ccccc2[C@H]1NC(=O)C(=O)N[C@H]1CCCN(c2ccn(C)n2)C1=O,C[C@@H]1CCc2ccccc2[C@H]1NC(=O)C(=O)N[C@H]1CCCN(c2ccn(C)n2)C1=O,True
61,c1c(N2CCN(C)CC2)ccc(CN2CCC[C@@H]2CSC)c1,CSC[C@H]1CCCN1Cc1ccc(N2CCN(C)CC2)cc1,CSC[C@H]1CCCN1Cc1ccc(N2CCN(C)CC2)cc1,True
62,C1=C[C@@H]2[C@@H]3[C@H](C(=O)N(CCCOC)C3=O)[C@H](C(c3cc([N+](=O)[O-])ccc3)=O)N2c2ccccc21,COCCCN1C(=O)[C@H]2[C@H](C1=O)[C@H](C(=O)c1cccc([N+](=O)[O-])c1)N1c3ccccc3C=C[C@H]21,COCCCN1C(=O)[C@H]2[C@@H]3C=Cc4ccccc4N3[C@H](c3cccc([N+](=O)[O-])c3)C(=O)[C@H]21,False
63,N(C(c1cccnc1OCC1CC1)=O)[C@@H]1C[C@@H]2CC[C@@H](N2C(=O)c2n(-c3ccccc3)nc(C)c2)C1,Cc1cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cccnc2OCC2CC2)C3)n(-c2ccccc2)n1,Cc1cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cccnc2OCC2CC2)C3)n(-c2ccccc2)n1,True
64,C(NC(=O)[C@H]1C[C@H]2C=C[C@H]1C2)/C=C\CN=c1cc[nH]c(-c2nn[nH]n2)n1,O=C(NC/C=C\CN=c1cc[nH]c(-c2nn[nH]n2)n1)[C@H]1C[C@H]2C=C[C@H]1C2,O=C(NC/C=C\CN=c1cc[nH]c(-c2nn[nH]n2)n1)[C@H]1C[C@H]2C=C[C@H]1C2,True
65,C(OC(C[C@](c1ccc(C)o1)(C(F)(F)F)O)=O)C(Nc1ccc(C(C)=O)cc1)=O,CC(=O)c1ccc(NC(=O)COC(=O)C[C@](O)(c2ccc(C)o2)C(F)(F)F)cc1,CC(=O)c1ccc(NC(=O)COC(=O)C[C@@](O)(c2ccc(C)o2)C(F)(F)F)cc1,False
66,[C@@H]12N(C(Cc3sc(C)nn3)=O)[C@@H](C[C@H](NC(=O)c3cc(-c4ccccc4C=O)cnc3)C1)CC2,Cc1nnc(CC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cncc(-c4ccccc4C=O)c2)C3)s1,Cc1nnc(CC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cncc(-c4ccccc4C=O)c2)C3)s1,True
67,Brc1ccc(Cl)cc1CNC(=O)N[C@H]1CSCCC1,O=C(NCc1cc(Cl)ccc1Br)N[C@@H]1CCCSC1,O=C(NCc1cc(Cl)ccc1Br)N[C@@H]1CCCSC1,True
68,N1(C(Nc2ncccn2)=O)c2ccc(OC)cc2CC1,COc1ccc2c(c1)CCN2C(=O)Nc1ncccn1,COc1ccc2c(c1)CCN2C(=O)Nc1ncccn1,True
69,C1CC1n1c(CNc2ccccc2SC(F)(F)F)nnn1,FC(F)(F)Sc1ccccc1NCc1nnnn1C1CC1,FC(F)(F)Sc1ccccc1NCc1nnnn1[C@@H]1CCSC1,False
70,O=C(Nc1sc2c(n1)CC[C@H](NC(c1cc3cnn(C)c3cc1)=O)C2)c1cc(C(C)C)nn1CC,CCn1nc(C(C)C)cc1C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1ccc3c(cnn3C)c1)CC2,CCn1nc(C(C)C)cc1C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1ccc3c(cnn3C)c1)CC2,True
71,c1ncccc1CN1[C@H]2CC[C@@H]1C[C@@H]2NC(c1cncc(CC)c1)=O,CCc1cncc(C(=O)N[C@H]2C[C@H]3CC[C@@H]2N3Cc2cccnc2)c1,CCc1cncc(C(=O)N[C@H]2C[C@H]3CC[C@@H]2N3Cc2cccnc2)c1,True
72,C(COC(C)C)SCc1sccc1Cl,CC(C)OCCSCc1sccc1Cl,CC(C)OCCSCc1sccc1Cl,True
73,c1c(CC)cc(C(=O)N[C@H]2C[C@H]3CC[C@H](N3C(c3c(F)ccc(C#N)c3)=O)C2)nc1,CCc1ccnc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2cc(C#N)ccc2F)c1,CCc1ccnc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2cc(C#N)ccc2F)c1,True
74,[C@@H]1(NC(=O)[C@@H](C)Oc2c(Br)cc(C)cc2)C[C@@](C)(OC)C1(C)C,CO[C@]1(C)C[C@@H](NC(=O)[C@@H](C)Oc2ccc(C)cc2Br)C1(C)C,CO[C@]1(C)C[C@@H](NC(=O)[C@@H](C)Oc2ccc(C)cc2Br)C1(C)C,True
75,c1(C)ncnc(N2CC[C@H](NC(=O)c3n(CCC)ncc3)CCC2)c1,CCCn1nccc1C(=O)N[C@@H]1CCCN(c2cc(C)ncn2)CC1,CCCn1nccc1C(=O)N[C@@H]1CCCN(c2cc(C)ncn2)CC1,True
76,[C@@H]1(C)CCN1C(=O)c1nn(CCN(C)C)cc1,C[C@@H]1CCN1C(=O)c1ccn(CCN(C)C)n1,C[C@@H]1CCN1C(=O)c1ccn(CCN(C)C)n1,True
77,N(\O[C@@H]1CCCCO1)=C/C(N1[C@H](c2cnccc2)[C@H](CNC(c2ncc(C(C)(C)C)nc2)=O)CC1)=O,CC(C)(C)c1cnc(C(=O)NC[C@@H]2CCN(C(=O)/C=N/O[C@@H]3CCCCO3)[C@@H]2c2cccnc2)cn1,CC(C)(C)c1cnc(C(=O)NC[C@@H]2CCN(C(=O)/C=N/O[C@@H]3CCCCO3)[C@@H]2c2cccnc2)cn1,True
78,S(CCN[C@H](C)CC1CCOCC1)C(C)C,CC(C)SCCN[C@H](C)CC1CCOCC1,CC(C)SCCN[C@H](C)CC1CCOCC1,True
79,[C@H]1(NC(=O)c2cc(C)cs2)[C@@H]2COC[C@H]1CN(C(=O)C[C@@H](c1ccc(O)cc1)C#CC)C2,CC#C[C@@H](CC(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)c1cc(C)cs1)c1ccc(O)cc1,CC/C=C(\C)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)c1cc(CO)cc(-c2ccc[nH]2)c1,False
80,c1cc(Cc2noc(CNS(=O)(c3cn(C)cn3)=O)n2)cnc1,Cn1cnc(S(=O)(=O)NCc2nc(Cc3cccnc3)no2)c1,Cn1cnc(S(=O)(=O)NCc2nc(Cc3cccnc3)no2)c1,True
81,C(=O)(OC)[C@@]12CN(C(Nc3ccc(N(C(=O)CN4CCN(C)CC4)C)cc3)=O)C[C@@H]1CCC2,COC(=O)[C@]12CCC[C@H]1CN(C(=O)Nc1ccc(N(C)C(=O)CN3CCN(C)CC3)cc1)C2,COC(=O)[C@]12CCC[C@H]1CN(C(=O)Nc1ccc(N(C)C(=O)CN3CCN(C)CC3)cc1)C2,True
