,canonical,random
12,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,O1[C@H](CO)[C@@H](O)[C@H](N)[C@@H](O)[C@H]1O[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@@H](N)C[C@H]1NC(=O)[C@@H](O)CCN
13,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,c1sc(N)nc1/C(=N/OC)C(N[C@H]1[C@H]2SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(C(O)=O)N2C1=O)=O
14,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,c1(O)c2c(c(O)c3c1C[C@@](O)(C(CO)=O)C[C@@H]3O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](N)C1)C(=O)c1c(OC)cccc1C2=O
15,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,[C@@]12(C)[C@H]([C@H]3[C@H](CC1)[C@@]1(C)C[C@H](N4CCCCC4)[C@@H](OC(=O)C)C[C@@H]1CC3)C[C@H]([N+]1(C)CCCCC1)[C@@H]2OC(C)=O
16,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,C1CC[N+](C)([C@H]2C[C@H]3[C@@H]4CC[C@@H]5[C@@](C)([C@H]4CC[C@]3(C)[C@H]2OC(C)=O)C[C@H]([N+]2(C)CCCCC2)[C@@H](OC(C)=O)C5)CC1
17,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,c1sc(N)nc1/C(C(N[C@H]1[C@H]2SCC(CSc3nc(C)c(CC(O)=O)s3)=C(C(O)=O)N2C1=O)=O)=N/OC
18,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,[C@@H]1(N)[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O3)[C@@H](N)C[C@H]2NC([C@H](CCN)O)=O)O[C@H](CO)[C@H]1O
19,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,C1[C@H]2/C(=C\CO)C[N@+]3(CC=C)CC[C@]4([C@H]5N(/C=C6/[C@@H]7/C(=C\CO)C[N@@+]8(CC=C)[C@H]([C@]9(c%10ccccc%10N(/C=C/25)[C@H]96)CC8)C7)c2ccccc24)[C@H]13
20,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,c1(C(CC(C)[N+](C)(C)CC)c2ccccc2)ccccc1
21,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12,O[C@H](C)[C@@H]1[C@H]2CC(SCC/N=C/N)=C(C(=O)O)N2C1=O
22,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,OP(O)(C(P(O)(O)=O)(O)CCN(C)CCCCC)=O
23,CC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,[C@@H]12[C@H]3C[C@@H](OC(=O)[C@@H](c4ccccc4)CO)C[C@H]([N+]3(CC)C)[C@@H]1O2
24,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,c1(CCN2CCC(N(c3ccccc3)C(CC)=O)CC2)ccccc1
25,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,c1cccc(N(C(CC)=O)C2(COC)CCN(CCn3c(=O)n(CC)nn3)CC2)c1
26,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,C(SCC1=Nc2c(cc(S(=O)(=O)N)c(Cl)c2)S(=O)(=O)N1)c1ccccc1
27,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],O=C1N(S(=O)([O-])=O)[C@@H](C)[C@@H]1NC(/C(c1csc([NH3+])n1)=N\OC(C)(C(=O)O)C)=O
28,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,O1[C@H](CN)[C@@H](O)C[C@@H](N)[C@H]1O[C@@H]1[C@@H](N)C[C@@H](N)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H]1O
29,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,c1ccc(C(C2CCN(CCCC(O)c3ccc(C(C)(C)C)cc3)CC2)(O)c2ccccc2)cc1
30,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,c1ccc([C@H]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@@H]2CN(Cc3ccccc3)CC2)cc1[N+](=O)[O-]
31,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,[C@@H]1(N)[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@H]1O
32,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,O[C@H]1[C@H](CO)O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)[C@@H](NC)[C@@H]1O
33,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,O[C@]12[C@](CO)([C@H](O)C[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C1)[C@H]1[C@H](O)C[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]3(O)[C@@H]1CC2
34,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,[C@H](C=O)([C@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@H]3C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](CO)O1)O)O
35,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,O1[C@H](OC2CC3O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/2)CC(O)C3C(O)=O)[C@@H](O)[C@@H](N)[C@H](O)[C@H]1C
36,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,N(C)(C)C(=O)Oc1cccc([N+](C)(C)C)c1
37,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,c1c(O)cc(O)cc1C(CNC(Cc1ccc(O)cc1)C)O
38,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,O=C1CC[C@@]2(O)[C@@H]3N(CC=C)CC[C@@]24c2c(ccc(O)c2O[C@@H]14)C3
39,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N,[C@H]([C@H]([C@H]1[C@H](NC(=O)C)[C@@H](N=C(N)N)C=C(C(O)=O)O1)O)(CO)O
40,C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C1(C[N+]2(C)[C@@H]3C[C@@H](OC(=O)[C@@H](c4ccccc4)CO)C[C@H]2[C@@H]2O[C@H]32)CC1
41,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
42,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,c1c2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2cc(O)c1
43,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,c12c3c[nH]c1cccc2C1=C[C@@H](C(=O)N[C@@]2(C)C(=O)N4[C@](O)([C@@H]5CCCN5C(=O)[C@@H]4Cc4ccccc4)O2)CN(C)[C@@H]1C3
44,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,N[C@@H]1[C@@H](O)[C@H](O)[C@H](CN)O[C@@H]1O[C@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@@H](N)[C@@H]2O)O[C@@H]1CO
45,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,c1cc2[nH]cc(C[C@@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@H](C(=O)N[C@H](CO)[C@@H](C)O)CSSC[C@H](NC([C@@H](Cc4ccccc4)N)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N3)c2cc1
46,NC[C@H](O)c1ccc(O)c(O)c1,c1c([C@@H](O)CN)ccc(O)c1O
47,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,[C@@H]1(OC(C(c2ccccc2)CO)=O)C[C@@H]2CC[C@@H]([N+]2(C(C)C)C)C1
48,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,c1(C(=O)O)n(CC)c2c(CCC)c3oc(C(=O)O)cc(=O)c3cc2c(=O)c1
49,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,O[C@@H]1C[C@@H](CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3OC(C(CC)(C)C)=O)C=C[C@@H]2C)OC(=O)C1
50,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,c12ccccc1Sc1c(cc(C(F)(F)F)cc1)N2CCCN1CCN(CCO)CC1
51,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C1CC(=O)C=C2[C@@]1(C)[C@H]1CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]1CC2
52,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,c1cc2c(cc1)nc(C(N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]3CCCC[C@H]3C[C@H]1C(NC(C)(C)C)=O)=O)cc2
53,NCC(O)c1cccc(O)c1,C(N)C(c1cccc(O)c1)O
54,CC(=O)N[C@@H](CS)C(=O)O,SC[C@H](NC(=O)C)C(=O)O
55,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,C(OC(=O)C(C)(Oc1ccc(Cl)cc1)C)C
56,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,OCC(OCn1cnc2c(=O)[nH]c(N)nc12)CO
57,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,[C@H]12CC[C@@]3(C)[C@H]([C@@H]1CCc1cc(O)ccc12)CC[C@@H]3O
58,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,[C@@H]12C(=CCCC1)CC[C@H]1[C@@H]3CC[C@](C#C)(O)[C@@]3(CC)CC(=C)[C@H]21
59,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,O=C1C(CC(C)C)CN2CCc3cc(OC)c(OC)cc3C2C1
60,CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,N1(C=N[C@H]2[C@@H]3N(C2=O)[C@@H](C(=O)O)C(C)(C)S3)CCCCCC1
61,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],COC(C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1c([N+]([O-])=O)cccc1)=O
62,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,c1(CNC([C@@H]2CCN2C([C@@H](C2CCCCC2)NCC(=O)O)=O)=O)ccc(C(N)=N)cc1
63,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,C1(Nc2n(Cc3ccc(F)cc3)c3ccccc3n2)CCN(CCc2ccc(OC)cc2)CC1
64,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,c1(C(C)(C)C)cc(SC(Sc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(C)C)cc(C(C)(C)C)c1O
65,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,c1c2c(c(OC)cc1)C(=O)c1c(c(O)c3c(c1O)[C@@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](N)C1)C[C@@](C(=O)CO)(O)C3)C2=O
66,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,C1c2c(Br)[nH]c3cccc(c23)C2=C[C@@H](C(=O)N[C@]3(C(C)C)O[C@@]4(O)[C@@H]5CCCN5C(=O)[C@H](CC(C)C)N4C3=O)CN(C)[C@H]12
67,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,c1c(C(O)(C(=O)OCC#CCN(CC)CC)C2CCCCC2)cccc1
68,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,c1(=O)n(C(C)C)c2c(ccc(C)c2)c(-c2ccccc2)n1
69,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,O=C1CN(C(C2CCCCC2)=O)CC2c3c(cccc3)CCN21
70,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,C(N1CCOCC1)(=O)NCCNCC(COc1ccc(O)cc1)O
71,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CC[C@@]12CCCN3[C@@H]1c1n(c4c(c1CC3)cccc4)C(C(OCC)=O)=C2
72,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,C(COCCN1CCN(CC(CN2c3ccccc3Sc3c2cccc3)C)CC1)O
73,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C1C[C@@]2(C)C(=C[C@H]1O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1)CC[C@H]1[C@@]3(O)CC[C@H](c4ccc(=O)oc4)[C@@]3(C)CC[C@H]21
74,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,c1(=O)n([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)ccc(=O)[nH]1
75,C=CCc1ccccc1OCC(O)CNC(C)C,c1cc(OCC(CNC(C)C)O)c(CC=C)cc1
76,N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,c1(CC(NCCNCC(O)COc2ccccc2C#N)=O)ccc(O)cc1
77,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,C(CCCN(CCCCCCC)CC)(O)c1ccc(NS(=O)(=O)C)cc1
78,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,[n+]1(C)cccc(OC(N(C)CCCCCCN(C)C(=O)Oc2c[n+](C)ccc2)=O)c1
79,CCC1(c2cccc(O)c2)CCCCN(C)C1,c1(C2(CC)CCCCN(C)C2)cccc(O)c1
80,C#CCN(C)[C@H](C)Cc1ccccc1,C[C@@H](N(C)CC#C)Cc1ccccc1
81,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,c1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(O)c(O)c1-2
82,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,c12c(ccc(OC(NC)=O)c1)N(C)[C@H]1N(C)CC[C@@]21C
83,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,c1c2c(ccc1)C=C(OCCN(C)C)c1c(ccc(Cl)c1)S2
84,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,O=C1c2ccccc2C(=O)C(O)=C1[C@H]1CC[C@H](c2ccc(Cl)cc2)CC1
85,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,C(c1cccs1)Nc1c(-c2n[nH]nn2)cc(S(N)(=O)=O)c(Cl)c1
86,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CCOC([C@H](CCc1ccccc1)N[C@H](C(N1[C@H]2CCCC[C@@H]2C[C@H]1C(O)=O)=O)C)=O
87,CC(=O)NCCCS(=O)(=O)O,C(=O)(NCCCS(=O)(O)=O)C
88,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCCOC)=C(C)N1
89,S=c1nc[nH]c2nc[nH]c12,c1[nH]c2c(=S)nc[nH]c2n1
90,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,c1cc2c(cc1OC)c(CCNC(C)=O)c[nH]2
91,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,C(Cn1cnc2c1ncnc2N)OCP(O)(O)=O
92,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,c1ccccc1CCC(c1ccccc1OCC(O)CNCCC)=O
93,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[C@H]12[C@H]3[C@](C)(C[C@H](O)[C@@H]1[C@]1(C)C(=CC(=O)C=C1)CC2)[C@]1(C(=O)CO)OC(CCC)O[C@@H]1C3
94,O=C(O)P(=O)(O)O,OP(O)(=O)C(O)=O
95,CNCCCCOc1ccccc1Cc1ccccc1,c1cc(Cc2ccccc2OCCCCNC)ccc1
96,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,N1=CNc2c(cc(S(=O)(=O)N)c(Cl)c2)S1(=O)=O
97,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,n1(C)cc2c3c(cccc13)C1=C[C@@H](C(NC(CC)CO)=O)CN(C)[C@@H]1C2
98,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,n1(Cc2ccc(C(O)=O)cc2)c(CCCC)ncc1/C=C(/C(=O)O)Cc1sccc1
99,CN(C)C(=O)Oc1ccc[n+](C)c1,C(Oc1ccc[n+](C)c1)(N(C)C)=O
100,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,c1c(C(CNC(C)(C)C)O)cc(O)cc1O
101,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,[nH]1cc(CCN(C)C)c2cc(CS(=O)(NC)=O)ccc12
102,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,c12cccc3c1c(c[nH]3)C[C@H]1N(C)C[C@@H](NC(=O)N(CC)CC)C=C21
103,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,c1cccc2c1N(C(=O)CN1CCN(C)CC1)c1ncccc1NC2=O
104,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,c1c([N+](=O)[O-])cccc1C1C(C(=O)OC)=C(C#N)NC(C)=C1C(=O)OC(C)C
105,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,c1(F)ccc(-c2n(CC[C@H](C[C@@H](O)CC(O)=O)O)c(C(C)C)c(C(Nc3ccccc3)=O)c2-c2ccccc2)cc1
106,COC(=O)C(c1ccccc1)C1CCCCN1,c1cc(C(C2NCCCC2)C(OC)=O)ccc1
107,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,C(CCC(=O)O)CCC[C@@H]1[C@@H](/C=C/[C@H](CCCCC)O)[C@H](O)CC1=O
108,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,c1c(Cl)ccc2c1N(CCCN1CCN(C)CC1)c1c(cccc1)S2
109,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,C(OC)(C1=C(C)NC(C)=C(C(OCC)=O)C1c1cccc(Cl)c1Cl)=O
110,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,O=c1n(CCCN2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)c2ccccc2[nH]1
111,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[C@H](CO)(O)[C@H]([C@@H]([C@@H](CO)O)O)O
112,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,c1cc(O)c2c3c1C[C@@H]1[C@@]4(O)[C@]3(CCN1CC1CCC1)[C@H]([C@@H](O)CC4)O2
