,canonical,random
13,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,[C@H]1(C(N2CCN(c3sccn3)CC2)=O)[C@H](C(=O)NC2(C#N)CC2)CCCC1
14,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,c1(C(Nc2cc(NC(=O)c3cc(N4CCOCC4)ncc3)ccc2C)=O)ccc(OCc2ccccn2)cc1
15,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,c1c(OC)ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c12
16,CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,CC1(C)[C@H](NC(=O)/C(c2nc(N)sc2)=N\OCc2n(O)cc(O)c(=O)c2)C(=O)N1OS(O)(=O)=O
17,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,CC1N(c2ccc(Cl)cc2)C(N)=NC(N)=N1
18,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,c1(=O)sc2c(N[C@H](C)CO)nc(SCc3ccccc3)nc2[nH]1
19,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,N1(C)CCN(c2ccc3c(c2)c(=O)n(-c2cc(NC(C4CC4)=O)ccc2C)cn3)CC1
20,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=c1c2ccc(C)nc2n(CC)cc1C(=O)O
21,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,c1ccc(NC(c2nc(-c3ccc(S(=O)(C)=O)cc3)cnc2N)=O)cc1
22,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,N=C(N)NCCCCOC(=O)c1cc(OC)c(O)c(OC)c1
23,O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1,C(Nc1ccc(F)cc1)(c1ccc(Cl)[n+]([O-])c1)=O
24,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,C1COCCN1Cc1c(F)cc(-c2c3nc(-c4cn(C5CCNCC5)nc4)cnc3ccc2)cc1F
25,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,c1(Cl)ccc(S(c2c(C)n(CC(O)=O)c3cccc(NC(=O)C)c23)(=O)=O)cc1
26,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,c1ccc(F)cc1NC(=O)C[N+]12C[C@H](OC([C@](C)(c3ccccc3)N3CCCCC3)=O)C(CC1)CC2
27,C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccn3)CCC1CC2)(c1ccccc1)N1CCCCC1,O=C(C[N+]12CCC([C@@H](OC(=O)[C@@](C)(N3CCCCC3)c3ccccc3)C1)CC2)Nc1ncccc1
28,O=C(O)[C@H](Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,C1N(CC2CCN([C@H](C(=O)O)Cc3cccc(F)c3)CC2)CCC(Oc2cc(Cl)c(Cl)cc2)C1
29,C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,S(Cc1ccco1)c1nc(N[C@@H](CO)C)c2sc(=O)[nH]c2n1
30,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,c1(-c2ccc(F)cc2)c2ccccc2n(C(C)C)c1/C=C/C(CC(CC(O)=O)O)O
31,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,C1N(Cc2c(OCC(=O)O)ccc(Cl)c2)C[C@H](CC)N(S(c2ccccc2)(=O)=O)C1
32,Nc1nc(-c2ccccc2)nn1Cc1ccccc1,c1ccccc1-c1nn(Cc2ccccc2)c(N)n1
33,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,C(O)(=O)COc1c(-c2c(Cl)cc(S(=O)(C)=O)cc2)cc(Cl)cc1
34,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,c1c(Cl)cc2cc(C(Nc3cccc(CCO)c3)=O)[nH]c2c1
35,C=CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,c1ccccc1C(c1ccccc1)CCN1CCC(N(CC=C)C(=O)Cc2ccc(S(=O)(=O)C)cc2)CC1
36,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,n1n(Cc2c(N3CCN(C)CC3)nc3ccccc3c2)c2c(c(N)ncn2)c1-c1cc2sc(N)nc2cc1
37,COc1cccc2sc(NC(=O)c3ccccc3)nc12,O(c1cccc2sc(NC(=O)c3ccccc3)nc21)C
38,c1ccc2c(c1)[nH]c1cnccc12,[nH]1c2c(c3ccncc13)cccc2
39,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,n1(-c2ccccc2)ncc(C(=O)N(C2CCCCC2)C)c1NS(=O)(c1ccc(C)cc1)=O
40,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c1ccc(Cl)cc1,c1cc(N(S(=O)(c2ccc(Cl)cc2)=O)CC(=O)OCC)c(C)cc1
41,C[C@@](C(=O)O[C@H]1C[N+]2(CCOc3ccc(Cl)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,O(c1ccc(Cl)cc1)CC[N+]12CCC([C@@H](OC(=O)[C@@](C)(N3CCCCC3)c3ccccc3)C1)CC2
42,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,C1[C@@H](C[C@@H](/C=C/C(OCC)=O)NC(=O)[C@H](Cc2ccc(F)cc2)CC(=O)[C@H](C(C)C)NC(=O)c2noc(C)c2)C(=O)NC1
43,N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,C1CSCCN1c1ccc2c3c(cccc31)C1=NC(=O)C(C#N)=C21
44,CSc1nc(-c2ccccc2)nn1Cc1ccccc1,c1c(Cn2nc(-c3ccccc3)nc2SC)cccc1
45,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,c12ccc(N(CC)CC)cc1oc(=O)c(C(=O)C)c2
46,Cc1cc(OCC(=O)Nc2ccccc2)c2cc(Br)ccc2n1,c1ccc(NC(=O)COc2cc(C)nc3ccc(Br)cc23)cc1
47,CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,c1(N)ncnc2n([C@H]3[C@H](O)[C@H](O)[C@@H](CSCCCNC(Nc4ccc(C(C)C)cc4)=O)O3)cnc12
48,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1c(OC)ccc(C(C(C)C)(CCCN(CCc2cc(OC)c(OC)cc2)C)C#N)c1
49,O=C(Nc1ccccc1Cl)c1cc[nH]n1,Clc1c(NC(c2n[nH]cc2)=O)cccc1
50,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,c1c(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc(S(=O)(C)=O)cc1
51,CCCc1cc(=O)[nH]c(=S)[nH]1,C(Cc1cc(=O)[nH]c(=S)[nH]1)C
52,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,C1(=O)CC(C)C(c2ccc3c(nc(-c4ccc(OC)cc4)[nH]3)c2)=NN1
53,Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,OC(=O)[C@@H](N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)Cc1ccc(C)cc1
54,CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,C(C)C(C)NC(c1c(C)nn(-c2ccccc2)c1NS(=O)(c1ccc(C)cc1)=O)=O
55,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,[C@H]1(C)C[C@@H](NS(=O)(c2cc(Br)ccc2Br)=O)CN1C#N
56,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,N1CCN(c2cc(C(=O)NCC34CC5CC(C3)CC(C5)C4)c(Cl)cc2)CC1
57,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,n1(CC(C)(C)O)c(COCC)nc2c(N)nc3c(cccc3)c12
58,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,O=S(CC)(c1ccc(-c2c(OCC(=O)O)ccc(Cl)c2)c(F)c1)=O
59,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,c1c(O[C@H](CCNC)c2ccccc2)c(C#N)ccc1C(F)(F)F
60,O=C(O)c1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,c1(OC2CCN(C3CCN(C(=O)c4c(C(=O)O)cccc4)CC3)CC2)cc(Cl)c(Cl)cc1
61,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,O(c1ccc(Cl)cc1-c1c(C(F)(F)F)cc(S(CC)(=O)=O)cc1)CC(O)=O
62,N=C(N)c1cc2c(I)cccc2s1,c12sc(C(=N)N)cc1c(I)ccc2
63,O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,C(N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)(c1cc(OCC(O)=O)ccc1)=O
64,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,c1c(-c2ccc(S(CC)(=O)=O)cc2C)c(OCC(=O)O)ccc1Cl
65,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,c1c(C(Nc2cc(-n3c(=O)c4c(nc3)ccc(N3CCN(C)CC3)c4)c(C)cc2)=O)ncs1
66,CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,c1ccc2c(c1NS(CC)(=O)=O)c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O
67,Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,FC(F)(c1cc(-c2c(C)ccc(C#N)c2)c(OCC(O)=O)cc1)F
68,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,C(Cc1ccccc1)(=O)N1[C@@H](C)CN(Cc2cc(Cl)ccc2CCC(=O)O)CC1
69,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,N(c1cc2ccccc2cn1)c1c2c(ncn1)cc(OC)c(OC)c2
70,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl,C1NCCC(CNc2nccc(C(NCC34CC5CC(CC(C5)C3)C4)=O)c2Cl)C1
71,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,n1cc(Br)cc2nc(CCc3cc(OC)ccn3)[nH]c12
72,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,O=c1n(-c2ccc(Cl)c(C(NCC(CCCC)CC)=O)c2)ncc(=O)[nH]1
73,O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,OC(C1CCN(c2ncccc2-c2ccc(Cl)c(C(=O)NCC3CCCCCC3)c2)CC1)=O
74,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,c1ccccc1[C@H](Oc1cc(OC)ccc1C#N)CCNC
75,NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,C1Cc2ccc(NC(C(NC(=O)N)=O)c3ccccc3)cc2C1
76,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1,O=C(Nc1sccn1)[C@H](CC1CCCC1)c1ccc(S(=O)(C)=O)cc1
77,CC/C(=C(/c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,OC(/C=C/c1ccc(/C(c2ccc(O)cc2)=C(/c2ccccc2)CC)cc1)=O
78,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O,[C@@H](CNC(=O)c1c(O)c(O)cc2c1cc(C)c(-c1c(C)cc3c(C(NC[C@@H](c4ccccc4)C)=O)c(O)c(O)cc3c1O)c2O)(C)c1ccccc1
79,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,c1cc(-c2cc3c(cn[nH]3)c(-c3oc(CN4CCN(C(C)C)CC4)cn3)c2)c2cc[nH]c2c1
80,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl,c1c(Cl)ccc(Cc2c(N)nc(-c3ncccc3)nc2N)c1Cl
81,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,c1cc(C)ccc1S(=O)(=O)Nc1c(C(NCc2ccccc2)=O)cnn1-c1ccccc1
82,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,N(c1cc(C(C)(C)C)nn1-c1ccc(O)c(Cl)c1)C(NCc1ccccc1Sc1ccc2nnc(-c3ccccc3SCCO)n2c1)=O
83,C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)on3)CCC1CC2)(c1ccccc1)N1CCCCC1,C1[N+]2(Cc3cc(-c4ccccc4)on3)CCC([C@H]1OC(=O)[C@](c1ccccc1)(N1CCCCC1)C)CC2
84,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,O=c1n(C)c(=O)n(CC(C)C)c2sc(Cc3ccccc3C(F)(F)F)c(C(=O)N3CCCC3)c21
85,N#CCC(CNc1ncc(C(F)(F)F)cc1Cl)OC(=O)c1c(F)cccc1F,FC(c1cnc(NCC(OC(c2c(F)cccc2F)=O)CC#N)c(Cl)c1)(F)F
86,CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,C(C)N(CCn1c2c(C#N)c(N)ncc2c2ccccc12)CC
87,Cc1ccc(S(=O)(=O)N(C)C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,c1c(S(=O)(N(C(N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)=O)C)=O)ccc(C)c1
88,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,N(S(c1ccc(C(F)(F)F)cc1)(=O)=O)c1n(-c2ccc(F)cc2)nc(C)c1C(N[C@H](C(C)(C)C)C)=O
89,Cc1ccccc1Nc1nc(N)nc(C)c1Br,Cc1ccccc1Nc1nc(N)nc(C)c1Br
90,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,C1CN(c2ncccn2)CCN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc32)ccc1
91,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,C(NCCc1ccc(CC)cc1)CCSCCNC[C@@H](c1ccc(O)c2[nH]c(=O)sc12)O
92,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,c1(N(C)C)ccc(S(NC(=O)N2CCC(N3CCC(Oc4c(Cl)c(C)c(Cl)cc4)CC3)CC2)(=O)=O)cc1
93,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1,[C@H]1(C(N2CCc3[nH]c4c(cc(F)cc4)c3C2)=O)[C@H](C(NC2(C#N)CC2)=O)CCCC1
94,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C)c(C)nn2-c2ccccc2)cc1,O=C(NC(C)C)c1c(NS(c2ccc(C)cc2)(=O)=O)n(-c2ccccc2)nc1C
95,O=C(Cc1ccc(Cl)c(C(F)(F)F)c1)Nc1cccc2c(=O)n(CCO)ccc12,C(O)Cn1c(=O)c2cccc(NC(Cc3ccc(Cl)c(C(F)(F)F)c3)=O)c2cc1
96,Cc1nn(-c2ccccc2)c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N,O=S(NC(=O)Nc1n(-c2ccccc2)nc(C)c1C#N)(=O)c1ccc(Cl)cc1
97,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,C1N(Cc2ccccc2)CCN(S(c2ccccc2)(=O)=O)C1
98,COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,c1(CNC(=O)c2ccc(OC)cc2)cn(-c2cc(C)nc3ccc(OC)cc23)nn1
99,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,C(=O)(Cc1c2cc(F)ccc2n(S(c2ccc(S(C)(=O)=O)cc2)(=O)=O)c1C)O
100,O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1,C1N(C(=O)c2ccccc2)CCC2(CCN(Cc3cccc(Cl)c3)CC2)C1
101,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,c1c(-n2nc(C)c(C(=O)N[C@H](C(C)(C)C)C)c2NS(=O)(=O)c2ccc(C#N)cc2)ccc(F)c1
102,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,c1cc(C(c2c(O)c3ccccc3oc2=O)CC(C)=O)ccc1
103,O=C(O)CCCCCCc1ccc(Cc2ccc3ccccc3n2)cc1,c1(Cc2nc3c(cc2)cccc3)ccc(CCCCCCC(O)=O)cc1
104,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,c1(CNC)ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
105,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,c1c(OCc2cccc(-c3c(C)cc(OCCCS(=O)(C)=O)cc3C)c2)ccc2c1OC[C@H]2CC(=O)O
106,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O=C(NS(=O)(=O)c1cc(Cl)ccc1)N1CCC(N2CCC(Oc3cc(Cl)c(Cl)cc3)CC2)CC1
107,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,O=S(c1ccc(CC(=O)N(CC)C2CCN(CC[C@@H](c3cc(F)cc(Cl)c3)c3ccc(S(=O)(C)=O)cc3)CC2)cc1)(C)=O
108,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1,C1N(C([C@H]2[C@H](C(=O)NC3(C#N)CC3)CCCC2)=O)Cc2c([nH]c3ncccc32)C1
109,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1,C(C(=O)Nc1noc(C)c1)Sc1nnc(-c2cnccc2)n1CC
110,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1,c1(S(=O)(Nc2n(-c3ccccc3)nc(C)c2C(=O)NC2CCCCC2)=O)ccc(C)cc1
111,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,C1CC(c2ccc(Cl)cc2)(O)CCN1CCCC(=O)c1ccc(F)cc1
112,O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12,O[C@@H]1CNC[C@H]1n1ccc2c(cccc2NC(Cc2cc(C(F)(F)F)c(F)cc2)=O)c1=O
113,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,O=C(Cn1c2c(c(Sc3ccc(Cl)cc3)c1C)c(C)c(F)cc2)O
114,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,c1c2c(cc(-c3ccc(Cl)cc3)c1)c(=O)n(C[C@@H]1CN(C(C)C)CCC1)c(C)n2
115,Cc1cnc(Oc2ccc(-n3ccnc3)cc2)nc1Oc1ccc2c(c1)OCO2,O1c2c(cc(Oc3nc(Oc4ccc(-n5ccnc5)cc4)ncc3C)cc2)OC1
116,O=C(NO)c1ccccc1O,c1cccc(O)c1C(=O)NO
117,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,C1Oc2c(cc3c(=O)c(C(=O)O)nn(CC)c3c2)O1
118,C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,c1c([C@H](NC(C2CCNCC2)=O)C)ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)c1
119,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,CC(NS(=O)(=O)c1cc(-c2ccc3nc(N)nn3c2)cnc1)(C)C
120,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1,c1(F)c(F)cc(OC2CCN(C3CCN(C(=O)NS(=O)(c4ccc(C)cc4)=O)CC3)CC2)cc1
121,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,c1cc(S(=O)(=O)c2ccc(N)cc2)ccc1N
122,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,c12c(cc(C)cc1)c(Sc1ccc(OC)cc1)c(C)n2CC(=O)O
123,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,c1ccccc1CS(=O)(N1CCN(Cc2cc(Cl)ccc2CC(=O)O)C[C@@H]1C)=O
124,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,C1CN(C(NS(=O)(Cc2ccccc2)=O)=O)CCC1N1CCC(Oc2ccc(Cl)c(Cl)c2)CC1
125,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,C1C(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CCCN1C(c1ccccc1)C(=O)O
126,N#CN=C(N)c1sc(Nc2ccccc2)nc1N,c1cccc(Nc2sc(C(N)=NC#N)c(N)n2)c1
127,O=C(NS(=O)(=O)c1ccccc1Cl)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,c1ccc(S(=O)(NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)=O)c(Cl)c1
128,N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,c1cc(OCC(=O)O)c(-c2cc(C#N)ccc2F)cc1C(F)(F)F
129,Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1,Cc1nc(CSc2nc(N[C@@H](CO)C)c3c(n2)[nH]c(=O)s3)cs1
130,O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1,c1cccc(C(=O)Nc2nc3c(=O)[nH]cnc3s2)c1
