,canonical,random
35,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,c12c(cc(S(=O)(N3CCN(c4c(C)ccc(Cl)c4)CC3)=O)cc1)OCCO2
36,Cc1cccc(Nc2nc3c(c(=O)n(C)c(=O)n3C)n2CC(O)CO)c1,n1c2n(C)c(=O)n(C)c(=O)c2n(CC(CO)O)c1Nc1cc(C)ccc1
37,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,C(Nc1sc(C)c(C)c1C(=O)OCC)(CSc1n(C)nnn1)=O
38,CCn1c(Cc2ccccc2)nnc1SCC(=O)NC(C)(C)C,c1cc(Cc2n(CC)c(SCC(=O)NC(C)(C)C)nn2)ccc1
39,CCOC(=O)c1ccc(NC(=O)C2CCCO2)cc1,C(c1ccc(NC(=O)C2OCCC2)cc1)(OCC)=O
40,COc1cc2cc(CN(CCCO)S(=O)(=O)c3ccccc3Cl)c(=O)[nH]c2cc1OC,O(c1cc2c([nH]c(=O)c(CN(S(=O)(=O)c3c(Cl)cccc3)CCCO)c2)cc1OC)C
41,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,n1c(NC(=O)CSc2n(Cc3ccccc3)c(COc3ccccc3)nn2)sc(CC)n1
42,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1,C(C)(C)Cn1c(SCC(=O)N2CCOCC2)ncc1-c1ccc(Cl)cc1
43,CSc1nc2nc3c(c(=O)n2[nH]1)CN(Cc1ccccc1)CC3,O=c1c2c(nc3n1[nH]c(SC)n3)CCN(Cc1ccccc1)C2
44,CCc1cc2c(NCc3ccco3)ncnc2s1,c12c(cc(CC)s1)c(NCc1occc1)ncn2
45,CCc1cc2c(NCCO)ncnc2s1,OCCNc1ncnc2sc(CC)cc12
46,Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)C2c2cccnc2)c1,C1(=O)/C(=C(/O)c2c(C)ccc(C)c2)C(c2cnccc2)N(Cc2cnccc2)C1=O
47,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(C)C)n1,Cc1n(-c2nc3n(C)c(=O)[nH]c(=O)c3n2CC(C)C)nc(C)c1
48,Nc1n[nH]c(-c2ccc(Br)cc2)c1Cl,c1(N)n[nH]c(-c2ccc(Br)cc2)c1Cl
49,Cc1nn(C)c(C)c1CNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F,c1c(C(NCc2c(C)nn(C)c2C)=O)c2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2
50,CN(CCC#N)CC(=O)Nc1ccc(NC(=O)CN(C)CCC#N)cc1,N(CCC#N)(C)CC(Nc1ccc(NC(=O)CN(CCC#N)C)cc1)=O
51,Cc1ccc(C(c2nnnn2CC2CCCO2)N2CCN(C(=O)c3ccco3)CC2)cc1,C(=O)(N1CCN(C(c2ccc(C)cc2)c2nnnn2CC2OCCC2)CC1)c1ccco1
52,CCN(CC)c1ccc2c(Cl)c(Br)c(=O)oc2c1,c12c(cc(N(CC)CC)cc1)oc(=O)c(Br)c2Cl
53,COc1ccc(OC)c(NC(=O)C(CC(=O)O)NCc2ccco2)c1,C(C(C(=O)Nc1cc(OC)ccc1OC)NCc1ccco1)C(=O)O
54,O=C1CC(c2cccs2)c2cc3c(cc2N1)OCO3,c1cc(C2CC(=O)Nc3c2cc2c(c3)OCO2)sc1
55,CCCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,O=C(CSc1oc(-c2cc(OC)c(OC)c(OC)c2)nn1)OCCCC
56,COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,N1(CCn2c3c(cccc3)n(CC(OC)=O)c2=N)CCCCC1
57,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC,O=C(c1c(OC)cccc1)N1CC(c2nc(-c3ccc(OC)c(OC)c3)no2)CCC1
58,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,C(=O)(CSc1ccc(C)cc1)Nc1sc(COC)nn1
59,Nc1ncc(-c2ccccc2)n1CC1CCCO1,c1cccc(-c2n(CC3OCCC3)c(N)nc2)c1
60,CCCCn1c(SCC(=O)N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,N1(C(CSc2n(CCCC)c3c(=O)n(C)c(=O)n(C)c3n2)=O)CCCC1
61,O=C(O)CCn1nnc(-c2cccs2)n1,C(O)(CCn1nc(-c2cccs2)nn1)=O
62,O=C(CSc1nc2ccccc2o1)Nc1ccccc1N1CCCCCC1,c1(N2CCCCCC2)c(NC(=O)CSc2oc3ccccc3n2)cccc1
63,Cn1c(=O)[nH]c(=O)c2c1nc(NCCCO)n2CCCc1ccccc1,c12c(nc(NCCCO)n1CCCc1ccccc1)n(C)c(=O)[nH]c2=O
64,CCOC(=O)CC(=O)CSc1nnc2c(n1)[nH]c1ccccc12,c12nnc(SCC(=O)CC(=O)OCC)nc1[nH]c1ccccc21
65,O=C(NC1CCCC1)c1cccnc1N1CCCCCC1,C1CCCCN(c2ncccc2C(=O)NC2CCCC2)C1
66,O=C(Cc1cccs1)N1CCC(c2nc3c(nnn3Cc3ccccc3Cl)c(=O)[nH]2)CC1,c1cccc(Cn2nnc3c(=O)[nH]c(C4CCN(C(Cc5sccc5)=O)CC4)nc32)c1Cl
67,COc1ccccc1OCCn1cc(C(=O)c2ccco2)c2ccccc21,C(c1ccco1)(c1cn(CCOc2ccccc2OC)c2ccccc12)=O
68,Cc1ccc(-c2csc(N3CCC(NS(=O)(=O)c4ccc5c(c4)OCCO5)CC3)n2)cc1,c12c(ccc(S(NC3CCN(c4scc(-c5ccc(C)cc5)n4)CC3)(=O)=O)c1)OCCO2
69,COc1ccc(-c2csc(NC(=O)Cn3nc(C)cc3C)n2)cc1,c1cc(-c2nc(NC(Cn3nc(C)cc3C)=O)sc2)ccc1OC
70,O=C(CSc1nnc(CNc2ccccc2)o1)N1CCCc2ccccc21,c1cc(NCc2nnc(SCC(N3CCCc4c3cccc4)=O)o2)ccc1
71,CCCCNC(=O)NS(=O)(=O)c1ccc(C(=O)OC(C)C)o1,c1(C(=O)OC(C)C)oc(S(NC(NCCCC)=O)(=O)=O)cc1
72,CCOC(=O)C1Cc2c([nH]c3ccccc23)CN1,C(C)OC(C1NCc2c(c3c(cccc3)[nH]2)C1)=O
73,Cc1ccc(C(=O)C2CCNCC2)cc1,C(c1ccc(C)cc1)(C1CCNCC1)=O
74,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,OC(=O)C1N(C(c2ccc(OCC)cc2)=O)CCC1
75,CCCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(OC)ccc3OC)C2C1,c1cc(OC)c(C2C3CN(CCC)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1OC
76,COCCN1C(=O)C(=O)/C(=C(/O)c2cccc(OC)c2)C1c1ccco1,c1c(OC)cccc1/C(=C1\C(=O)C(=O)N(CCOC)C1c1ccco1)O
77,CCC(=O)Nc1cccc(NC(=O)CSc2nnnn2Cc2ccccc2)c1,c1ccc(NC(CC)=O)cc1NC(CSc1n(Cc2ccccc2)nnn1)=O
78,COc1ccc(-c2cc(C(F)F)nc(-n3nc(C)cc3C)n2)cc1,c1(C)cc(C)n(-c2nc(C(F)F)cc(-c3ccc(OC)cc3)n2)n1
79,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1,C(OC(N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1)=O)C
80,CCC(=O)N(Cc1ccco1)c1nc(-c2ccccc2)cs1,c1ccc(-c2csc(N(Cc3ccco3)C(CC)=O)n2)cc1
81,O=C(OCCCN1CCCCC1)c1ccc(O)cc1,O=C(OCCCN1CCCCC1)c1ccc(O)cc1
82,Cc1cc(NC(=O)CCC(=O)N2CCC3(CC2)OCCO3)no1,C(C(Nc1cc(C)on1)=O)CC(=O)N1CCC2(OCCO2)CC1
83,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,c1nc2c(cc1NC(c1cc(-n3cnnn3)ccc1)=O)cccc2
84,O=C1CN=C(c2cccs2)c2c(sc3c2CCCC3)N1,c12sc3c(c1CCCC2)C(c1cccs1)=NCC(=O)N3
85,O=C(CNC(=O)c1ccco1)OCc1c(F)cccc1Cl,o1cccc1C(=O)NCC(OCc1c(F)cccc1Cl)=O
86,Clc1ccc(C(c2nnnn2C2CCCC2)N2CCN(Cc3ccncc3)CC2)cc1,C1C(n2nnnc2C(c2ccc(Cl)cc2)N2CCN(Cc3ccncc3)CC2)CCC1
87,CCOC(=O)CSc1n[nH]c(-c2cccnc2)n1,c1(-c2cccnc2)nc(SCC(OCC)=O)n[nH]1
88,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCCC3)cc2)cc1,N(C)(S(c1ccc(C(Nc2ccc(CN3CCCC3)cc2)=O)cc1)(=O)=O)C
89,CC(C)C(C(=O)NCC1CCCO1)N(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccc(F)cc1,N(CC1CCCO1)C(C(N(C(CNS(c1ccc(F)cc1)(=O)=O)=O)Cc1occc1)C(C)C)=O
90,CCCCn1c(Cl)nc2c1c(=O)n(C)c(=O)n2C,n1(CCCC)c(Cl)nc2n(C)c(=O)n(C)c(=O)c12
91,CC(=O)Nc1ccc(-c2ccccc2)s1,c1cccc(-c2sc(NC(C)=O)cc2)c1
92,CCOc1ccc(-c2nnn(CC(=O)Nc3cc(OC)ccc3OC)n2)cc1OCC,COc1ccc(OC)cc1NC(=O)Cn1nnc(-c2cc(OCC)c(OCC)cc2)n1
93,N#C/C(=C/N1CCOCC1)c1ccccc1,N#C/C(c1ccccc1)=C/N1CCOCC1
94,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,C(C1CCCO1)NS(c1ccc(Cl)c(C(=O)O)c1)(=O)=O
95,O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,C1(=O)C2C3(C=CC(O3)C2C(=O)O)CN1Cc1ccccn1
96,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,c12cc(-c3n(C)c(SCC(=O)NCc4cc5c(cc4)OCO5)nn3)c(O)cc1cccc2
97,Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,N(C1CCCC1)(C(Nc1cc(C)ccc1)=O)Cc1[nH]c(=O)c2ccccc2n1
98,CCC(c1nnnn1CCOC)N1CCN(C(=O)c2ccco2)CC1,O(C)CCn1nnnc1C(CC)N1CCN(C(=O)c2ccco2)CC1
99,CC(C)(C)c1cc(C(=O)O)c(CN2CCCCC2)o1,C1CCCN(Cc2c(C(=O)O)cc(C(C)(C)C)o2)C1
100,O=S(=O)(c1ccccc1)N1CCN(c2cc(-c3ccccc3)nc3ncnn23)CC1,C1CN(S(=O)(c2ccccc2)=O)CCN1c1n2ncnc2nc(-c2ccccc2)c1
101,O=C(CSc1n[nH]c(-c2ccccc2O)n1)N1CCCc2ccccc21,c1c(-c2nc(SCC(=O)N3CCCc4ccccc43)n[nH]2)c(O)ccc1
102,CN(C)c1ccc(N=Cc2nc(-c3ccccc3)oc2O)cc1,c1ccccc1-c1oc(O)c(C=Nc2ccc(N(C)C)cc2)n1
103,Cc1n[nH]c(=O)nc1NCc1ccccc1Cl,c1(=O)[nH]nc(C)c(NCc2c(Cl)cccc2)n1
104,COc1ccc(N2CC(C(=O)OCC(=O)c3cccc(OC)c3)CC2=O)cc1,O=C1CC(C(OCC(c2cccc(OC)c2)=O)=O)CN1c1ccc(OC)cc1
105,COc1cccc(-c2cc3nc(-c4ccccc4)cc(N4CCC5(CC4)OCCO5)n3n2)c1,C1C2(OCCO2)CCN(c2n3nc(-c4cc(OC)ccc4)cc3nc(-c3ccccc3)c2)C1
106,CCn1c(SCc2ccc(C#N)cc2)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,C1CN(S(=O)(c2ccc(-c3nnc(SCc4ccc(C#N)cc4)n3CC)cc2)=O)CCC1
107,CCOC(=O)Cc1cc(=O)n2[nH]c(C)c(-c3ccccc3)c2n1,O=C(OCC)Cc1nc2n(c(=O)c1)[nH]c(C)c2-c1ccccc1
108,CCOc1cccc(/C(O)=C2/C(=O)C(=O)N(Cc3ccco3)C2c2ccncc2)c1,C(Oc1cccc(/C(O)=C2\C(c3ccncc3)N(Cc3ccco3)C(=O)C2=O)c1)C
109,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,C1CC(C)CCN1C(=O)CSc1nc2c(nccc2)n1C
110,CCOc1ccc(N2CC(C(=O)NC(C)C)CC2=O)cc1,O(c1ccc(N2CC(C(NC(C)C)=O)CC2=O)cc1)CC
111,O=C(CSc1nc2ccccc2o1)Nc1nc2ccccc2s1,s1c(NC(CSc2nc3ccccc3o2)=O)nc2ccccc12
112,COc1ccc(CNC(=O)CN(CC2CCCO2)C(=O)CNS(=O)(=O)c2ccccc2)cc1,c1(OC)ccc(CNC(=O)CN(C(CNS(=O)(c2ccccc2)=O)=O)CC2OCCC2)cc1
113,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O,O=C(C1=C(O)C(=O)N(CCc2ccccc2)C1c1cc(OC)c(O)cc1)c1ccc(C)o1
114,Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,OC(C(n1c(C)ccc1C)Cc1ccccc1)=O
115,Cc1cc(C)n(-c2nc(NC(C)C)nc(NC(C)C)n2)n1,n1(-c2nc(NC(C)C)nc(NC(C)C)n2)nc(C)cc1C
116,COc1ccc(OCc2nnc(SCC(=O)O)n2N)cc1,c1(OCc2n(N)c(SCC(O)=O)nn2)ccc(OC)cc1
117,COCCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC(C)C)c(C)c2)C1c1ccncc1,O(CCCN1C(c2ccncc2)/C(=C(/c2cc(C)c(OC(C)C)cc2)O)C(=O)C1=O)C
118,CCOC(=O)C1=C(C)NC(=O)NC1c1ccoc1,C1(C(OCC)=O)=C(C)NC(=O)NC1c1ccoc1
119,CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,C(C)(CCn1c(C(N2CCN(C(c3ccco3)=O)CC2)c2ccc(F)cc2)nnn1)C
120,O=C(NCCc1ccc(Cl)cc1)c1ncn[nH]1,C(c1ccc(Cl)cc1)CNC(c1ncn[nH]1)=O
121,C=CCn1c(NCc2ccccc2)nc2ccccc21,N(c1n(CC=C)c2c(cccc2)n1)Cc1ccccc1
122,CC(NC(=O)OCc1ccccc1)C(=O)NCC1CCCO1,O=C(NCC1OCCC1)C(NC(=O)OCc1ccccc1)C
123,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,n1c2n(Cc3ccccc3)nnc2c(N2Cc3ccccc3CC2)nc1
124,COc1ccc(C(=O)NC2CC3CCCC(C2)N3CC(C)C)cc1OC,C1(NC(c2cc(OC)c(OC)cc2)=O)CC2N(CC(C)C)C(CCC2)C1
125,COc1cccc(CC(C(=O)Nc2cc(C)ccc2C)c2nn[nH]n2)c1OC,O(c1cccc(CC(C(Nc2c(C)ccc(C)c2)=O)c2nn[nH]n2)c1OC)C
126,Cc1cc(N2CCN(c3nc4ccccc4s3)CC2)n2ncnc2n1,c1ccc2sc(N3CCN(c4n5ncnc5nc(C)c4)CC3)nc2c1
127,CC(C)C(=O)Nc1cc2c(cc1C(=O)c1ccccc1)OCCO2,c1(C(c2cc3c(cc2NC(=O)C(C)C)OCCO3)=O)ccccc1
128,COc1ccc(C2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1,C1COCCN1C(C1=C(C)NC2=C(C1c1ccc(OC)cc1OC)C(=O)CC(C)(C)C2)=O
129,O=c1oc(-c2ccco2)nc2c1cnn2-c1ccccc1,c1ccc(-c2oc(=O)c3cnn(-c4ccccc4)c3n2)o1
130,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,Clc1cc(NC(OCCNC(=O)OC(C)C)=O)ccc1
131,Oc1ccccc1C1Nc2cccc3cccc(c23)N1,c1c(C2Nc3cccc4cccc(c43)N2)c(O)ccc1
132,O=c1cc[nH]c2cccc(Cc3ccccc3)c12,c1ccc2c(c(=O)cc[nH]2)c1Cc1ccccc1
133,Cc1ccccc1OCC1Cn2c(nc3c2c(=O)[nH]c(=O)n3C)O1,C(Oc1c(C)cccc1)C1Oc2nc3c(c(=O)[nH]c(=O)n3C)n2C1
134,Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1,C1Cc2c(=O)n3[nH]c(-c4ccc(C)cc4)c(C)c3nc2CC1
135,Cc1cccc(NC(=O)Cn2c(=O)oc3ccccc32)c1,Cc1cc(NC(=O)Cn2c(=O)oc3ccccc23)ccc1
136,CCc1nnc(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)s1,C(Nc1nnc(CC)s1)(C1CCN(C(=O)NC2CCCCC2)CC1)=O
137,C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21,CCN(CC)CCNC(c1c(=O)n(CC=C)c2ccccc2c1O)=O
138,Cc1ccc(C(=O)CNc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2)cc1,C(c1ccc(C)cc1)(=O)CNc1n(Cc2ccccc2)c2c(=O)[nH]c(=O)n(C)c2n1
139,OCCNC1=NCCN1,C1(NCCO)=NCCN1
140,CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccco3)c2=O)=C(C(=O)OCC)C1c1ccco1,c1ccoc1C1C(C(OCC)=O)=c2s/c(=C\c3occc3)c(=O)n2C(N)=C1C(=O)OCC
141,Cc1cc(C)n(S(=O)(=O)Cc2ccccc2)n1,n1(S(Cc2ccccc2)(=O)=O)nc(C)cc1C
142,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,c1cc(Oc2nc(-n3nc(C)cc3C)nc(C)c2)ccc1C(=O)OC
143,CCOCCN1CCC(OC(C)=O)C(C)C1,C1CN(CCOCC)CC(C)C1OC(=O)C
144,CCN(CC)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccnc1,c12c(ccc(N(CC)CC)c1)C(c1cnccc1)C(C#N)=C(N)O2
145,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1,O=C(c1c(NC(CN2CCN(C3CCCCC3)CC2)=O)c2c([nH]1)ccc(Br)c2)OC
146,CCc1c(C)c(C#N)c2nc3ccccc3n2c1Nc1c(C)n(C)n(-c2ccccc2)c1=O,Cc1n(C)n(-c2ccccc2)c(=O)c1Nc1n2c(nc3ccccc32)c(C#N)c(C)c1CC
147,O=c1c(Cc2ccccc2)c(O)nc2n1CCS2,c1(Cc2ccccc2)c(=O)n2c(nc1O)SCC2
148,CCC(NC(=O)Nc1cc(OC)c(OC)c(OC)c1)(C(F)(F)F)C(F)(F)F,FC(F)(C(NC(Nc1cc(OC)c(OC)c(OC)c1)=O)(C(F)(F)F)CC)F
149,O=c1[nH]c(=S)[nH]nc1Cc1ccccc1,[nH]1c(=S)[nH]c(=O)c(Cc2ccccc2)n1
150,COc1ccc(C2CC(=O)C(C=NCCN3CCOCC3)=C(O)C2)cc1,N1(CCN=CC2=C(O)CC(c3ccc(OC)cc3)CC2=O)CCOCC1
151,Cc1nc(/N=C(\N)Nc2ccccc2)nc2ccccc12,N(\c1nc(C)c2ccccc2n1)=C(/Nc1ccccc1)N
152,CCOc1ccc(CSC(CC(=O)O)C(=O)O)cc1,OC(=O)C(SCc1ccc(OCC)cc1)CC(=O)O
153,CC1=CC=CN2CC(O)CN=C12,C1(C)=CC=CN2CC(O)CN=C12
154,O=C1CC(c2ccc3c(c2)OCO3)CN1,O1COc2cc(C3CC(=O)NC3)ccc21
155,CCSc1nnc(NC(=O)C(C(F)(F)F)C(F)(F)F)s1,n1nc(NC(C(C(F)(F)F)C(F)(F)F)=O)sc1SCC
156,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F,c1cc(-c2nc3c(cc(F)c(F)c3)[nH]2)ccn1
157,Cc1c(C=NCCOCc2ccccc2)cnn1C,c1cc(COCCN=Cc2cnn(C)c2C)ccc1
158,COc1cccc(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c1,c1cc(OC)cc(-n2c(=O)[nH]c(=O)c(C=NCCN3CCOCC3)c2O)c1
159,C=CCn1c(O)c(C=NCCN(C)C)c(=O)[nH]c1=O,O=c1[nH]c(=O)n(CC=C)c(O)c1C=NCCN(C)C
160,Cc1cc(C)c(-n2c(O)c(C=NCCN3CCOCC3)c(=O)[nH]c2=O)c(C)c1,C(N1CCOCC1)CN=Cc1c(O)n(-c2c(C)cc(C)cc2C)c(=O)[nH]c1=O
161,O=C1CCCN1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1,c1(SC(CN2CCOCC2)CN2CCCC2=O)n(-c2ccccc2)nnn1
