,canonical,random
180,CCCCc1ccccc1,C(c1ccccc1)CCC
181,CN(C)c1ccccc1,CN(c1ccccc1)C
182,COC(C)C,CC(OC)C
183,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,Clc1c(Cl)c(Cl)c(Cl)c2c1Oc1c(c(Cl)c(Cl)c(Cl)c1Cl)O2
184,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,c1(Cl)c(Cl)c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl
185,ClCC(Cl)Cl,ClC(CCl)Cl
186,CNc1ccccc1,c1c(NC)cccc1
187,CC(=O)OC(C)C,O(C(C)C)C(C)=O
188,c1ccccc1,c1ccccc1
189,Clc1cccc(Cl)c1Cl,c1cc(Cl)c(Cl)c(Cl)c1
190,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,S(P(=S)(OCC)OCC)CSc1ccc(Cl)cc1
191,COP(=S)(OC)SCn1nnc2ccccc2c1=O,n1(CSP(OC)(=S)OC)c(=O)c2c(cccc2)nn1
192,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,c12c(Cl)c(Cl)cc(Cl)c1Oc1ccccc1O2
193,C=C(C)C(=C)C,CC(=C)C(=C)C
194,C=CCCCC,C(=C)CCCC
195,S,S
196,CCOCC,O(CC)CC
197,CCNc1nc(NC(C)C)nc(SC)n1,CC(C)Nc1nc(SC)nc(NCC)n1
198,CCCCOC(=O)c1ccc(O)cc1,c1(C(=O)OCCCC)ccc(O)cc1
199,CCCCCCOC(C)=O,C(CCCC)COC(C)=O
200,O=C1CCCC1,C1CCC(=O)C1
201,CCCCC(=O)O,C(CC)CC(=O)O
202,CCBr,BrCC
203,Cc1ccc2cc(C)ccc2c1,c12ccc(C)cc1ccc(C)c2
204,CCCCCCO,C(O)CCCCC
205,Clc1ccccc1-c1ccccc1,c1ccc(Cl)c(-c2ccccc2)c1
206,CC1=CCCCC1,C1=C(C)CCCC1
207,CCCCCCO[N+](=O)[O-],[N+](OCCCCCC)([O-])=O
208,BrC(Br)Br,BrC(Br)Br
209,CCc1ccc(O)cc1,c1cc(CC)ccc1O
210,CCCOCCO,C(OCCO)CC
211,O=COc1ccccc1,O=COc1ccccc1
212,O=c1[nH]cc(I)c(=O)[nH]1,[nH]1c(=O)[nH]c(=O)c(I)c1
213,CCCC(=O)O,C(CC(=O)O)C
214,COC(OC)(OC)C(F)(F)F,C(OC)(OC)(C(F)(F)F)OC
215,O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,[C@H]1(O)OC[C@@H](O)[C@H](O)[C@H]1O
216,FC(F)(F)Br,C(F)(F)(Br)F
217,CCCCO,CCCCO
218,Fc1ccccc1,c1ccc(F)cc1
219,CCOC(C)=O,C(C)OC(=O)C
220,CC(C)COC(=O)C(C)C,C(C(C)C)(=O)OCC(C)C
221,COC(C)(C)C,CC(OC)(C)C
222,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@@H]3[C@@]1(Cl)C2(Cl)Cl,ClC1=C(Cl)[C@@]2(Cl)C(Cl)(Cl)[C@]1(Cl)[C@@H]1[C@H]2[C@@H](Cl)C=C1
223,CCC(=O)CC,C(C)C(=O)CC
224,COC(=O)C(F)(F)F,C(OC)(=O)C(F)(F)F
225,c1ccc2ccccc2c1,c12ccccc1cccc2
226,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,c1c(Cl)c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2)c1
227,CC(=O)Oc1ccccc1C(=O)O,c1(C(O)=O)ccccc1OC(C)=O
228,CC(=O)C(C)(C)C,O=C(C(C)(C)C)C
229,COS(C)(=O)=O,O=S(=O)(C)OC
230,CCc1ccncc1,c1(CC)ccncc1
231,CC(C)NC(C)C,CC(NC(C)C)C
232,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,c12ccc(Cl)cc1Oc1c(cc(Cl)cc1)O2
233,CCCCCCCN,C(CCCCCN)C
234,CC1CCCC1,C1CC(C)CC1
235,CCC,CCC
236,C[C@H]1CCCO1,C1CCO[C@H]1C
237,CNC(=O)Oc1cccc2ccccc12,c1c(OC(=O)NC)c2c(cccc2)cc1
238,O=Cc1cccc(O)c1,Oc1cccc(C=O)c1
239,c1ccc2cc3ccccc3cc2c1,c1cc2c(cc1)cc1ccccc1c2
240,ClCCl,C(Cl)Cl
241,COC(=O)C(C)(C)C,CC(C(=O)OC)(C)C
242,O=[N+]([O-])C(Cl)(Cl)Cl,C(Cl)([N+]([O-])=O)(Cl)Cl
243,[O-][S+2]1([O-])CCCC1,C1C[S+2]([O-])([O-])CC1
244,Cc1cccc(C)c1O,c1(C)cccc(C)c1O
245,Cc1cccc(O)c1,Cc1cc(O)ccc1
246,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,c1(N)ccc(O)c2c1C(=O)c1ccccc1C2=O
247,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,c12c(N)ccc(N)c1C(=O)c1ccccc1C2=O
248,CCCCCCCC(C)=O,C(CCCC(=O)C)CCC
249,CCCCN,C(N)CCC
250,CCCC(=O)OCC,O(CC)C(=O)CCC
251,Cc1ccc(N)cc1,c1cc(N)ccc1C
252,CCCCCCI,C(CI)CCCC
253,FC(F)(Cl)C(F)(Cl)Cl,ClC(F)(C(F)(Cl)Cl)F
254,COP(=O)(OC)OC,O(P(OC)(OC)=O)C
255,Clc1cccc(Cl)c1,c1(Cl)cccc(Cl)c1
256,Cc1cc(C)c2ccccc2c1,Cc1c2c(cccc2)cc(C)c1
257,CCCC(C)C,C(C)CC(C)C
258,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(Oc1nc(Cl)c(Cl)cc1Cl)(OCC)=S
259,FC(F)(F)CCl,C(F)(F)(CCl)F
260,C=C,C=C
261,CCCCCI,C(CCI)CC
262,COC(OC)OC,C(OC)(OC)OC
263,CCCCCCCCCC,C(CCCCC)CCCC
264,C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],[O-][N+](=O)OC[C@@H](O[N+](=O)[O-])C
265,C=CC,CC=C
266,Cc1c[nH]c2ccccc12,c1ccc2c(C)c[nH]c2c1
267,COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl,ClC(Cl)(Cl)[C@@H](P(OC)(OC)=O)O
268,C1CCCCC1,C1CCCCC1
269,CC(C)=CCC/C(C)=C/CO,C(/C(=C/CO)C)CC=C(C)C
270,CC(C)c1ccccc1,C(C)(c1ccccc1)C
271,CC(C)C(C)C(C)C,C(C(C)C)(C(C)C)C
272,CC(=O)C(C)C,CC(C(C)=O)C
273,CCCCNCCCC,C(NCCCC)CCC
274,CCCCS,C(CC)CS
275,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(cccc1)O2
276,COc1c(O)c(OC)c(Cl)c(C=O)c1Cl,Oc1c(OC)c(Cl)c(C=O)c(Cl)c1OC
277,NC1CCCCC1,C1CCCCC1N
278,FC(F)Cl,ClC(F)F
279,COC(=O)c1ccc([N+](=O)[O-])cc1,[O-][N+](=O)c1ccc(C(=O)OC)cc1
280,CC(=O)c1cccnc1,c1ncc(C(C)=O)cc1
281,C#CC,C#CC
282,CCCCCCCCC=O,CCCCCCCCC=O
283,CCC(=O)O,OC(CC)=O
284,ClC(Cl)Cl,C(Cl)(Cl)Cl
285,Cc1cccc(C)c1C,c1(C)cccc(C)c1C
286,C,C
287,ClCc1ccccc1,ClCc1ccccc1
288,CC1CCCCC1,C1(C)CCCCC1
289,Cc1cccs1,c1(C)cccs1
290,c1ccncc1,c1cnccc1
291,CCCCCl,C(CCl)CC
292,C[C@H]1CC[C@H](C)O1,C[C@@H]1O[C@@H](C)CC1
293,COc1cc(C)ccc1O,O(c1c(O)ccc(C)c1)C
294,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]([C@H](Cl)C[C@@H]3Cl)[C@@]1(Cl)C2(Cl)Cl,C1[C@@H](Cl)[C@@H]2[C@@H]([C@@]3(Cl)C(Cl)=C(Cl)[C@]2(Cl)C3(Cl)Cl)[C@H]1Cl
295,Cc1ccccc1,c1(C)ccccc1
296,CC(C)COC=O,O(C=O)CC(C)C
297,CCOC(=O)c1ccc(O)cc1,Oc1ccc(C(OCC)=O)cc1
298,CCOCCOCC,O(CCOCC)CC
299,CCCCCOC(=O)CC,CCCCCOC(CC)=O
300,CCCc1ccc(O)cc1,c1(O)ccc(CCC)cc1
301,CC=C(C)C,C(=C(C)C)C
302,ClCCCl,ClCCCl
303,CCC(C)(C)CC,CCC(C)(C)CC
304,Cc1cc2ccccc2cc1C,c1c2c(cc(C)c1C)cccc2
305,Cc1cccc(C)n1,Cc1nc(C)ccc1
306,COC(F)(F)C(Cl)Cl,O(C(F)(C(Cl)Cl)F)C
307,CCOCCOC(C)=O,CCOCCOC(C)=O
308,COc1cccc(N)c1,c1cc(N)cc(OC)c1
309,O=Cc1cccnc1,c1cncc(C=O)c1
310,CCC(C)(C)O,CCC(O)(C)C
311,CCc1cccc(CC)c1N(COC)C(=O)CCl,COCN(C(CCl)=O)c1c(CC)cccc1CC
312,Cn1cccc1,c1cn(C)cc1
313,COCOC,O(C)COC
314,CCC(O)CC,C(C)C(O)CC
315,CCCCCCCCCC(C)=O,C(=O)(CCCCCCCCC)C
316,ClCCBr,BrCCCl
317,Ic1ccccc1,Ic1ccccc1
318,CC1=CC(=O)CC(C)(C)C1,C1(C)(C)CC(C)=CC(=O)C1
319,CCI,C(C)I
320,CCCc1ccc(O)c(OC)c1,O(c1c(O)ccc(CCC)c1)C
321,CC(C)Br,CC(Br)C
322,Cc1ccc(Br)cc1,c1cc(Br)ccc1C
323,N#Cc1ccc(O)cc1,C(#N)c1ccc(O)cc1
324,CS(C)(=O)=O,CS(=O)(=O)C
325,CCc1cccc(O)c1,CCc1cc(O)ccc1
326,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,C(=C)([C@H]1C[C@H](O)C(C)=CC1)C
327,Brc1ccc(Br)cc1,c1(Br)ccc(Br)cc1
328,COc1c(Cl)ccc(Cl)c1C(=O)O,COc1c(Cl)ccc(Cl)c1C(=O)O
329,C/C=C\CC,C(\CC)=C\C
330,CC,CC
331,COc1ccccc1OC,COc1c(OC)cccc1
332,CCSCC,C(C)SCC
333,N#Cc1cccnc1,c1(C#N)cnccc1
334,Oc1ccc(Cl)c(Cl)c1,Clc1c(Cl)ccc(O)c1
335,COc1ccccc1,c1ccc(OC)cc1
336,Cc1ccc(C)c(O)c1,Cc1cc(O)c(C)cc1
337,Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1
338,FCCl,ClCF
339,C=CCCC,C(C=C)CC
340,Clc1ccc(Cl)c(Cl)c1Cl,c1(Cl)c(Cl)c(Cl)c(Cl)cc1
341,C#CCCCCC,C(CC)CCC#C
342,CCCCCCCCC(C)=O,O=C(C)CCCCCCCC
343,Clc1ccccc1,c1(Cl)ccccc1
344,CN(C)CCOC(c1ccccc1)c1ccccc1,c1ccc(C(c2ccccc2)OCCN(C)C)cc1
345,CCCCC=O,C(CC=O)CC
346,c1ccc(Oc2ccccc2)cc1,c1ccccc1Oc1ccccc1
347,O=C1CCCCC1,C1CC(=O)CCC1
348,CCCC[N+](=O)[O-],CCCC[N+]([O-])=O
349,O=Cc1ccncc1,c1nccc(C=O)c1
350,ClCCOCCCl,C(COCCCl)Cl
351,CC[N+](=O)[O-],[N+]([O-])(=O)CC
352,Clc1cccnc1,c1(Cl)cnccc1
353,CBr,BrC
354,CO,CO
355,CCCCCCC=O,C(CCC=O)CCC
356,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,c1c(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)cc1
357,Nc1ccccc1[N+](=O)[O-],c1(N)ccccc1[N+](=O)[O-]
358,CN1CCCCC1,CN1CCCCC1
359,CCCCCCCC=O,C(CCCCC)CC=O
360,O=[N+]([O-])c1ccccc1,[O-][N+](=O)c1ccccc1
361,CC(C)[C@@H]1CC[C@@H](C)CC1=O,[C@H]1(C)CC(=O)[C@H](C(C)C)CC1
362,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,[C@H]1(O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1
363,CF,FC
364,CS(C)=O,S(=O)(C)C
365,c1ccc2c(c1)Oc1ccccc1O2,c1cc2c(cc1)Oc1c(cccc1)O2
366,Cc1ccccc1N,c1(C)c(N)cccc1
367,CCCCBr,C(CBr)CC
368,CCCCCCCCCO,C(CCCCCCO)CC
369,Cc1ccncc1,c1(C)ccncc1
370,ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl
371,CC(C)(C)Br,CC(C)(C)Br
372,C=C(c1ccccc1)c1ccccc1,c1ccccc1C(=C)c1ccccc1
373,CCc1ccc(C)cc1,c1c(C)ccc(CC)c1
374,Cc1cccnc1,c1(C)cnccc1
375,COCC(OC)(OC)OC,O(C)CC(OC)(OC)OC
376,c1ccc2c(c1)Cc1ccccc1-2,c1c2c(ccc1)-c1c(cccc1)C2
377,CC(N)=O,NC(C)=O
378,COS(=O)(=O)OC,O(S(OC)(=O)=O)C
379,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl
380,COC(=O)C1CCCCC1,C1CC(C(=O)OC)CCC1
381,CCCCCCBr,C(CCCC)CBr
382,CCCCCCCBr,C(CBr)CCCCC
383,Clc1cccc2c1Oc1ccccc1O2,Clc1cccc2c1Oc1ccccc1O2
384,COC(CC#N)(OC)OC,O(C(OC)(CC#N)OC)C
385,CC[C@H](C)Cl,Cl[C@@H](C)CC
386,CCCCCCc1ccccc1,C(CCCCC)c1ccccc1
387,COc1cc(C=O)c(Cl)c(OC)c1O,c1(OC)c(O)c(OC)cc(C=O)c1Cl
388,FC(F)(F)c1cccc(C(F)(F)F)c1,FC(c1cccc(C(F)(F)F)c1)(F)F
389,c1ccc(Cn2ccnc2)cc1,c1c(Cn2cncc2)cccc1
390,Nc1cccc2ccccc12,c1c2c(cccc2)c(N)cc1
391,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(OCC)=O
392,CC(=O)C1CC1,C(C1CC1)(C)=O
393,c1cc[nH]c1,[nH]1cccc1
394,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,c1c(-c2ccc(F)cc2F)ccc(O)c1C(O)=O
395,CC1CCC(C)CC1,CC1CCC(C)CC1
396,OC1CCCCC1,C1CCCCC1O
397,CN(C)CCC=C1c2ccccc2CCc2ccccc21,c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1CC2
398,Oc1ccc(F)cc1,c1cc(O)ccc1F
399,Nc1ccccc1Cl,Clc1c(N)cccc1
400,Cc1ccc(C)c(C)c1,Cc1ccc(C)c(C)c1
401,CCc1ccccc1C,c1cc(CC)c(C)cc1
402,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1,O=C1C[C@H](C(C)=C)CC[C@H]1C
403,c1ccc(-c2ccccc2)cc1,c1c(-c2ccccc2)cccc1
404,Cc1cccc(O)c1C,c1(C)cccc(O)c1C
405,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,COP(=S)(OC)Oc1ccc([N+]([O-])=O)cc1
406,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,[O-][N+](c1ccc(OP(OCC)(OCC)=S)cc1)=O
407,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],c1(C(F)(F)F)c(N)c([N+]([O-])=O)c(N(CC)CC)c([N+](=O)[O-])c1
408,CSC,CSC
409,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,c1ccc(C(c2cccc([C@@H](C(O)=O)C)c2)=O)cc1
410,OC1CCCC1,C1CC(O)CC1
411,CCCCC(=O)OC,C(CCC(=O)OC)C
412,C=C(C)CCC,CC(=C)CCC
