,canonical,random
18,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,c1(Cl)ccc(-c2c(CC(N(CCC)CCC)=O)n3cc(Cl)ccc3n2)cc1
19,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,c1cccc(C2=NCc3nnc(C)n3-c3ccc(Cl)cc32)c1
20,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,C(C)(C)NC[C@@H](COc1c(CC=C)cccc1)O
21,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,C1(NCc2c(N)c(Br)cc(Br)c2)CCC(O)CC1
22,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,c1c(N)ccc([C@]2(CC)C(=O)NC(=O)CC2)c1
23,Cc1cc(N(C)C)ccc1C[C@H](C)N,N(C)(c1ccc(C[C@@H](N)C)c(C)c1)C
24,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,C1N(c2cc3c(c(=O)c(C(=O)O)cn3NC)cc2F)CCN(C)C1
25,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c3c(cccc3)oc2CCCC)c1
26,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,N(C)(C)c1c(=O)n(-c2ccccc2)n(C)c1C
27,CN(C)CCC=C1c2ccccc2CCc2ccccc21,C(CCN(C)C)=C1c2c(cccc2)CCc2ccccc21
28,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,Clc1ccccc1[C@H]1C(C(OC)=O)=C(C)NC(COCCN)=C1C(OCC)=O
29,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCN(CC)Cc1cc(Nc2ccnc3c2ccc(Cl)c3)ccc1O
30,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,c1c2c(ccc1)N=C(N1CCNCC1)c1cc(Cl)ccc1O2
31,C[C@H](N)Cc1ccccc1,c1ccc(C[C@H](C)N)cc1
32,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CC(CN(S(=O)(c1ccc(N)cc1)=O)C[C@@H](O)[C@H](Cc1ccccc1)NC(O[C@@H]1COCC1)=O)C
33,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,n1cn(Cc2cc(C(C#N)(C)C)cc(C(C)(C)C#N)c2)nc1
34,Nc1ccccc1,c1ccccc1N
35,O=C1c2ccccc2C(=O)c2ccccc21,c12ccccc1C(=O)c1ccccc1C2=O
36,Cc1cc(=O)n(-c2ccccc2)n1C,c1ccc(-n2n(C)c(C)cc2=O)cc1
37,CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,Cc1cc2c(cc1)N=C(N(C)C)N1N2C(=O)[C@@H](CCC)C1=O
38,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2c3c(ccc2)-c2c(O)c(O)ccc2C[C@H]13
39,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[C@H]1(O[C@@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C)OCCN(Cc2[nH]c(=O)[nH]n2)[C@H]1c1ccc(F)cc1
40,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,C(CCN(C1Cc2c(cccc2)C1)c1ccccc1)N(CC)CC
41,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],O(C(=O)C1=C(C)NC(C)=C(C(OCC(C)=O)=O)[C@@H]1c1ccccc1[N+](=O)[O-])C
42,C[C@H]1CNc2ccc(S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N3CC[C@H](C)C[C@@H]3C(=O)O)cc2C1,C[C@H]1CNc2ccc(S(=O)(=O)N[C@@H](CCCN=C(N)N)C(N3CC[C@H](C)C[C@@H]3C(=O)O)=O)cc2C1
43,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,c1c(N2CCN(CCCCOc3cc4c(cc3)CCC(=O)N4)CC2)c(Cl)c(Cl)cc1
44,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,O1O[C@@]23[C@H]4CC[C@]1(C)O[C@H]2OC(=O)[C@H](C)[C@@H]3CC[C@H]4C
45,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,[C@H]12[C@]34[C@@H](O[C@](C)(OO3)CC[C@H]4[C@H](C)CC1)O[C@H](OC(=O)CCC(O)=O)[C@@H]2C
46,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,O(C)c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
47,CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C,C1C2=CC(=O)C=C(C)[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CCC(=O)[C@@]1(C)CC2
48,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,C(C)(C)([C@H](C(=O)NN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(OC)=O)C(C)(C)C)Cc1ccc(-c2ncccc2)cc1)NC(OC)=O)C
49,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,O=C(Nc1ccccc1)c1c(C(C)C)n(CC[C@@H](O)C[C@H](CC(=O)O)O)c(-c2ccc(F)cc2)c1-c1ccccc1
50,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,c1c2c(ccc1)C(O)=C(C1CCC(c3ccc(Cl)cc3)CC1)C(=O)C2=O
51,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,C(C)(c1cc(C(C)C)cc(C(C)C)c1CC(NS(Oc1c(C(C)C)cccc1C(C)C)(=O)=O)=O)C
52,CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1,C1N(CCCc2c3c([nH]c2)ccc(CS(NC)(=O)=O)c3)CCN(c2ncncc2OC)C1
53,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,c1cccc(C(O)(C2CCNCC2)c2ccccc2)c1
54,CC[C@]1(C)C[C@@H](OC(=O)CSc2n[nH]c(N)n2)[C@@]2(C)[C@@H]3C(=O)CC[C@@]3(CC[C@@H]2C)[C@@H](C)[C@@H]1O,[C@@H]1(O)[C@](C)(CC)C[C@@H](OC(CSc2nc(N)[nH]n2)=O)[C@@]2(C)[C@H]3[C@@](CCC3=O)([C@H]1C)CC[C@@H]2C
55,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,c1cc2c(cc1)C(=C1CCN(C)CC1)c1c(cccn1)CC2
56,CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,C1[C@@H](n2c(=O)c3ccccc3c(Cc3ccc(Cl)cc3)n2)CCCN(C)C1
57,CN1CCN(CCCCN2C(=O)CN(/N=C\c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,C(CN1CCN(C)CC1)CCN1C(=O)N(/N=C\c2ccc(-c3ccc(Cl)cc3)o2)CC1=O
58,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,O=C1[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)O1
59,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc([C@@H]2C(C(O[C@H]3CCN(Cc4ccccc4)C3)=O)=C(C)NC(C)=C2C(OC)=O)c1
60,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Cl[C@]12[C@@H](O)C[C@]3(C)[C@](C(CO)=O)(O)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C
61,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,c1c([C@@H]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@H]2CN(Cc3ccccc3)CCC2)cc([N+](=O)[O-])cc1
62,c1ccccc1,c1ccccc1
63,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,c1(C[C@H](C)N(C)Cc2ccccc2)ccccc1
64,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,c1(OCCCN(C)C)c2c(cccc2)n(Cc2ccccc2)n1
65,CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,O(CC(C)C)C[C@H](N1CCCC1)CN(Cc1ccccc1)c1ccccc1
66,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[C@]12(C)C[C@H](O)[C@]3(F)[C@@]4(C)C=CC(=O)C=C4CC[C@H]3[C@@H]1C[C@H](C)[C@]2(O)C(=O)CO
67,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,C1C(COCCc2ccc(OC[C@H](CNC(C)C)O)cc2)C1
68,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,c12c(cc(C)c(C(c3ccc(C(O)=O)cc3)=C)c1)C(C)(C)CCC2(C)C
69,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,c1cc(CCNC(c2ccc(Cl)cc2)=O)ccc1OC(C)(C)C(O)=O
70,CC[C@@H](c1ccc(O)c(F)c1)[C@H](C)c1ccc(O)c(F)c1,C[C@H](c1cc(F)c(O)cc1)[C@H](c1ccc(O)c(F)c1)CC
71,c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,c1(-c2ccc([C@H](n3ccnc3)c3ccccc3)cc2)ccccc1
72,O[C@@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@@H]2C=C[C@H]1C2,[C@H]12C[C@H](C=C1)[C@H]([C@](CCN1CCCCC1)(c1ccccc1)O)C2
73,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,O(CCOC(C)C)Cc1ccc(OC[C@@H](O)CNC(C)C)cc1
74,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,o1c(CC)c(C(c2cc(Br)c(O)c(Br)c2)=O)c2ccccc12
75,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,[C@H]1(O)CC[C@H]2[C@H]3[C@@H]([C@]4(C)C(=CC(=O)C=C4)CC3)CC[C@]12C
76,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,[C@H](B(O)O)(CC(C)C)NC(=O)[C@H](NC(c1cnccn1)=O)Cc1ccccc1
77,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(c1ccc(S(Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2c(OC)cccc2)(=O)=O)cc1)(C)C
78,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,O=S(c1sc2c(c1)[C@@H](NCC)CN(CCCOC)S2(=O)=O)(=O)N
79,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,c12oc(C3CCNCC3)cc1cc(OC)cc2Br
80,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,c1cnc(C2=NCC(=O)Nc3c2cc(Br)cc3)cc1
81,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,O1[C@](NC([C@H]2CN(C)[C@@H]3Cc4c5c(cccc5C3=C2)[nH]c4Br)=O)(C(C)C)C(=O)N2[C@@H](CC(C)C)C(=O)N3CCC[C@H]3[C@]12O
82,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,c1cc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)ccc1Br
83,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,c1c(-c2[nH]c(N)nc(=O)c2Br)cccc1
84,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,n1nc(C)n2c1CN=C(c1c(Cl)cccc1)c1cc(Br)sc1-2
85,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,C1C[C@@H]2[C@@H]([C@]3(C)C1=CC(=O)C=C3)[C@@H](O)C[C@]1(C)[C@@]3(C(=O)CO)[C@@H](C[C@@H]21)O[C@H](CCC)O3
86,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,c1cccc(C2(c3ccccc3)CCN(C(C)(C)C)CC2)c1
87,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,c1(C(=O)CCCN2CCCC2)c(OC)cc(OC)cc1OC
88,CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,c1cc(CC)c2oc([C@H](O)CNC(C)(C)C)cc2c1
89,CC(C)(C)NC[C@H](O)COc1ccccc1C#N,c1ccc(OC[C@@H](O)CNC(C)(C)C)c(C#N)c1
90,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,C1CCCN(CCCC)[C@@H]1C(Nc1c(C)cccc1C)=O
91,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,C(NC(C)(C)C)[C@@H](COc1cc(C)ccc1Cl)O
92,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@@H]2O5,C1(CN2[C@H]3[C@]45C[C@H]([C@](C)(O)C(C)(C)C)[C@](OC)(CC4)[C@H]4Oc6c(c(ccc6O)C3)[C@]54CC2)CC1
93,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(C)(N[C@@H](C(c1cc(Cl)ccc1)=O)C)C
94,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,C(N1CCN(c2ncccn2)CC1)CCCN1C(=O)CC2(CC1=O)CCCC2
95,CS(=O)(=O)OCCCCOS(C)(=O)=O,C(CCOS(=O)(=O)C)COS(C)(=O)=O
96,Cn1c(=O)c2c(ncn2C)n(C)c1=O,c1nc2c(c(=O)n(C)c(=O)n2C)n1C
97,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,c1ccc(C(O)=O)c2n(Cc3ccc(-c4ccccc4-c4[nH]nnn4)cc3)c(OCC)nc12
98,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,c1(Sc2cc(Cl)cc(Cl)c2)c(C(C)C)nc(COC(=O)N)n1Cc1ccncc1
99,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C1CN(C([C@H](C)CS)=O)[C@H](C(=O)O)C1
100,NC(=O)N1c2ccccc2C=Cc2ccccc21,c1cc2c(cc1)N(C(N)=O)c1ccccc1C=C2
101,CNC(=O)Oc1cccc2ccccc12,c1c2c(cccc2OC(=O)NC)ccc1
102,CCOC(=O)n1ccn(C)c1=S,n1(C)ccn(C(=O)OCC)c1=S
103,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,C(C[C@](COC(=O)NC(C)C)(COC(N)=O)C)C
104,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,C(NC[C@H](O)COc1cccc2c1CCC(=O)N2)(C)(C)C
105,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,c1(OCCNC[C@H](O)COc2cccc3[nH]c4c(c32)cccc4)c(OC)cccc1
106,C[C@H](N)C(=O)c1ccccc1,C(c1ccccc1)([C@H](C)N)=O
107,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(-c2n(-c3ccc(S(=O)(=O)N)cc3)nc(C(F)(F)F)c2)cc1
108,COCc1c(C(C)C)nc(C(C)C)c(/C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,C(C)(C)c1c(/C=C\[C@H](C[C@@H](O)CC(=O)O)O)c(-c2ccc(F)cc2)c(COC)c(C(C)C)n1
109,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O(CC(=O)O)CCN1CCN([C@@H](c2ccc(Cl)cc2)c2ccccc2)CC1
110,C[C@H]1O[C@]2(CS1)CN1CCC2CC1,O1[C@@]2(CN3CCC2CC3)CS[C@H]1C
111,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@@H](O)C[C@@H]3C[C@@H](O)[C@@H]21)(C)CCC(O)=O
112,CC(C)/N=C(N)\N=C(/N)Nc1ccc(Cl)cc1,c1(Cl)ccc(N/C(N)=N/C(N)=N\C(C)C)cc1
113,ClC(Cl)Cl,C(Cl)(Cl)Cl
114,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,[C@H](C)(CCCN(CC)CC)Nc1ccnc2c1ccc(Cl)c2
115,Oc1nc2cc(Cl)ccc2o1,Clc1ccc2c(nc(O)o2)c1
116,CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,c1c(Cl)ccc([C@@H](CCN(C)C)c2ncccc2)c1
117,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1
118,OC(O)C(Cl)(Cl)Cl,ClC(C(O)O)(Cl)Cl
119,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[O-][N+](c1ccc([C@H]([C@H](NC(C(Cl)Cl)=O)CO)O)cc1)=O
120,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,[C@H]12/C(=C/C=C3/C[C@@H](O)CCC3=C)CCC[C@]1(C)[C@@H]([C@@H](CCCC(C)C)C)CC2
121,c1ccc(C2(c3ccccc3)C[C@H]2C2=NCCN2)cc1,c1ccccc1C1(c2ccccc2)C[C@H]1C1=NCCN1
122,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,C(OC(C1=C(C)NC(C)=C(C(OC/C=C/c2ccccc2)=O)[C@H]1c1cc([N+]([O-])=O)ccc1)=O)COC
123,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,C1C(=O)Nc2ccc(OCCCCc3n(C4CCCCC4)nnn3)cc2C1
124,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,CN/C(=N\C#N)NCCSCc1nc[nH]c1C
125,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C(=C/CN1CCN(C(c2ccccc2)c2ccccc2)CC1)\c1ccccc1
126,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,C1CNCCN1c1cc2c(cc1F)c(=O)c(C(O)=O)cn2C1CC1
127,CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,C1[C@@H](c2ccc(OC(C)(C(=O)O)C)cc2)C1(Cl)Cl
128,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,c1(Cl)c(N)cc(OC)c(C(=O)N[C@@H]2[C@H](OC)CN(CCCOc3ccc(F)cc3)CC2)c1
129,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,c1(F)ccc([C@]2(CCCN(C)C)OCc3cc(C#N)ccc32)cc1
130,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](C)(OC)C2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](OC)(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
131,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,c1(C2=[N+]([O-])CC(NC)=Nc3c2cc(Cl)cc3)ccccc1
132,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,C1N(C)[C@@H](CCO[C@](c2ccccc2)(c2ccc(Cl)cc2)C)CC1
133,CCC[C@@H]1C[C@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,[C@@H]1(O)[C@H](O)[C@@H](O)[C@@H](SC)O[C@@H]1[C@@H]([C@@H](Cl)C)NC([C@@H]1N(C)C[C@H](CCC)C1)=O
134,CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,c12c/c(=N/C(C)C)c(Nc3ccc(Cl)cc3)cc-1nc1c(cccc1)n2-c1ccc(Cl)cc1
135,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,c1(Cl)ccc(OC(C(O)=O)(C)C)cc1
136,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CC(C(OCC)=O)(C)Oc1ccc(Cl)cc1
137,Cc1ncsc1CCCl,n1csc(CCCl)c1C
138,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,c1c2c(ccc1)N(CCCN(C)C)c1cc(Cl)ccc1CC2
139,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,c1cccc(C2=NCC(=O)Nc3ccc([N+]([O-])=O)cc32)c1Cl
140,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,c12c(cccc1)Sc1ccc(Cl)cc1/C2=C\CCN1CCN(CCO)CC1
141,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,c1([C@@H](C(OC)=O)N2Cc3ccsc3CC2)ccccc1Cl
142,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Clc1ccccc1C(c1ccccc1)(n1ccnc1)c1ccccc1
143,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,c1c(Cl)cc2c(c1)Nc1ccccc1C(N1CCN(C)CC1)=N2
144,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,c1(Cl)cc2c(cc1)Sc1c(cccc1)N2CCCN(C)C
